# SOURCE: Derived from pv_systems-research.csv and daily_weather_openfield-research.csv
# DATE: 2026-02-25
# DESCRIPTION: Daily PV energy output per hectare for low/medium/high density agri-PV systems
# UNITS: date=YYYY-MM-DD, low_density_kwh_per_ha, medium_density_kwh_per_ha, high_density_kwh_per_ha=kWh/hectare/day
# LOGIC: Energy = GHI * panel_area_per_ha * module_efficiency * tilt_factor * irradiance_factor * temp_derate * (1 - system_losses/100) * shading_factor. Cell temp estimated as (T_max+T_min)/2 + temp_adjustment_c. Temp derate = 1 + temp_coeff * (T_cell - T_ref).
# DEPENDENCIES: data/energy/pv_systems-research.csv, data/weather/daily_weather_openfield-research.csv
# ASSUMPTIONS: (1) Cell temperature approximated from daily avg air temp + density-dependent offset. (2) GHI used as proxy for plane-of-array irradiance (tilt_factor applied as multiplier). (3) No hourly decomposition — daily totals only.
# DENSITIES: low=GCR 30%, shading 0.98, temp_adj +7.0C; medium=GCR 50%, shading 0.95, temp_adj +8.5C; high=GCR 80%, shading 0.87, temp_adj +10.5C
date,low_density_kwh_per_ha,medium_density_kwh_per_ha,high_density_kwh_per_ha
2013-01-16,2459.41,3909.56,5593.36
2013-01-17,1932.89,3072.57,4395.83
2013-01-18,2558.64,4067.26,5818.89
2013-01-19,2877.44,4574.14,6544.26
2013-01-20,2929.4,4656.75,6662.48
2013-01-21,2818.92,4481.0,6410.8
2013-01-22,2682.8,4264.54,6100.95
2013-01-23,2832.69,4502.94,6442.3
2013-01-24,1937.44,3079.84,4406.3
2013-01-25,1268.22,2016.0,2884.23
2013-01-26,2324.39,3694.86,5286.04
2013-01-27,2105.04,3346.26,4787.46
2013-01-28,1254.4,1994.15,2853.21
2013-01-29,2862.93,4551.32,6512.11
2013-01-30,2183.86,3471.72,4967.26
2013-01-31,1850.24,2941.45,4208.74
2013-02-01,1886.88,2999.64,4291.89
2013-02-02,3087.23,4907.89,7022.24
2013-02-03,3198.22,5084.09,7273.88
2013-02-04,3200.82,5088.15,7279.56
2013-02-05,2354.8,3743.25,5355.34
2013-02-06,2563.35,4074.92,5830.17
2013-02-07,3251.5,5168.9,7395.44
2013-02-08,3099.16,4926.57,7048.44
2013-02-09,3332.49,5297.5,7579.17
2013-02-10,2298.92,3654.54,5228.7
2013-02-11,3071.19,4882.23,6985.22
2013-02-12,3429.27,5451.56,7799.97
2013-02-13,2888.66,4591.97,6569.75
2013-02-14,2263.54,3598.14,5147.68
2013-02-15,2739.93,4355.58,6231.65
2013-02-16,3477.11,5527.55,7908.57
2013-02-17,3500.54,5564.78,7961.82
2013-02-18,3358.71,5339.34,7639.3
2013-02-19,3646.5,5796.87,8294.0
2013-02-20,3680.41,5850.65,8370.72
2013-02-21,3385.29,5381.38,7699.03
2013-02-22,3024.94,4808.47,6879.22
2013-02-23,3003.81,4775.04,6831.7
2013-02-24,3642.87,5790.9,8285.05
2013-02-25,3620.56,5755.27,8233.76
2013-02-26,2897.31,4605.46,6588.56
2013-02-27,3557.56,5655.02,8090.15
2013-02-28,3666.51,5828.33,8338.32
2013-03-01,3715.32,5906.05,8449.76
2013-03-02,3600.55,5723.44,8188.21
2013-03-03,3395.96,5398.04,7722.34
2013-03-04,3530.45,5612.0,8028.76
2013-03-05,3869.5,6151.22,8800.68
2013-03-06,4059.61,6453.49,9233.26
2013-03-07,3916.33,6225.6,8906.96
2013-03-08,3286.58,5224.37,7474.25
2013-03-09,3984.92,6334.58,9062.8
2013-03-10,4051.64,6440.63,9214.49
2013-03-11,4042.43,6425.69,9192.56
2013-03-12,3805.3,6048.7,8653.11
2013-03-13,3443.92,5474.19,7831.07
2013-03-14,3959.37,6293.42,9002.86
2013-03-15,3619.54,5753.27,8230.2
2013-03-16,3330.68,5294.44,7574.42
2013-03-17,4117.64,6545.65,9364.98
2013-03-18,4386.05,6972.39,9975.6
2013-03-19,3928.94,6245.55,8935.33
2013-03-20,4271.57,6790.06,9714.11
2013-03-21,3998.72,6356.26,9093.31
2013-03-22,3853.97,6126.0,8763.61
2013-03-23,4183.79,6650.7,9515.07
2013-03-24,4498.27,7150.63,10230.35
2013-03-25,4493.27,7142.48,10218.27
2013-03-26,3996.03,6351.83,9086.67
2013-03-27,4306.42,6845.46,9793.32
2013-03-28,4438.91,7056.02,10094.52
2013-03-29,4503.22,7158.14,10240.38
2013-03-30,4411.81,7012.76,10032.24
2013-03-31,4293.4,6824.39,9762.49
2013-04-01,3920.54,6231.68,8914.51
2013-04-02,4050.86,6439.06,9211.64
2013-04-03,4592.75,7300.44,10443.91
2013-04-04,4168.16,6625.7,9478.98
2013-04-05,4735.82,7528.22,10770.48
2013-04-06,4676.96,7434.45,10635.94
2013-04-07,4623.55,7349.3,10513.64
2013-04-08,4343.52,6904.16,9876.78
2013-04-09,3873.98,6158.1,8810.07
2013-04-10,4543.39,7222.24,10332.56
2013-04-11,4275.72,6796.78,9723.95
2013-04-12,4690.96,7456.76,10667.98
2013-04-13,4712.1,7490.35,10715.97
2013-04-14,4251.79,6758.54,9668.81
2013-04-15,4612.44,7331.78,10488.86
2013-04-16,4829.88,7677.47,10983.51
2013-04-17,4843.89,7699.98,11016.16
2013-04-18,4776.94,7593.53,10863.8
2013-04-19,4796.78,7625.03,10908.8
2013-04-20,4469.05,7104.11,10163.65
2013-04-21,4823.19,7667.15,10969.34
2013-04-22,4800.22,7630.56,10916.84
2013-04-23,4810.23,7646.36,10939.25
2013-04-24,4870.61,7742.12,11075.78
2013-04-25,4703.68,7476.63,10695.71
2013-04-26,4767.42,7577.91,10840.54
2013-04-27,4615.99,7337.14,10495.96
2013-04-28,4363.7,6936.02,9921.96
2013-04-29,4770.33,7582.12,10845.74
2013-04-30,4565.5,7256.55,10380.05
2013-05-01,4769.37,7580.58,10843.53
2013-05-02,3839.03,6102.02,8728.82
2013-05-03,3403.66,5410.02,7738.98
2013-05-04,4417.89,7021.96,10044.54
2013-05-05,4739.77,7533.54,10776.25
2013-05-06,4908.23,7801.47,11159.83
2013-05-07,4971.09,7901.44,11302.95
2013-05-08,4738.23,7531.25,10773.3
2013-05-09,4698.32,7467.89,10682.79
2013-05-10,4894.06,7778.97,11127.71
2013-05-11,4581.49,7282.1,10416.82
2013-05-12,4810.54,7646.41,10938.45
2013-05-13,4934.6,7843.48,11220.13
2013-05-14,4464.72,7096.53,10151.44
2013-05-15,4799.22,7628.55,10913.18
2013-05-16,5099.77,8106.3,11596.62
2013-05-17,4620.54,7344.32,10506.12
2013-05-18,4298.75,6832.61,9773.71
2013-05-19,4522.87,7188.62,10282.53
2013-05-20,4867.73,7736.88,11067.04
2013-05-21,5219.5,8296.18,11867.44
2013-05-22,5061.83,8045.49,11508.66
2013-05-23,4962.58,7887.58,11282.49
2013-05-24,4935.34,7844.09,11219.88
2013-05-25,4382.35,6965.18,9962.71
2013-05-26,4968.06,7896.41,11295.37
2013-05-27,5242.1,8332.13,11918.93
2013-05-28,5300.55,8424.94,12051.47
2013-05-29,5036.44,8004.98,11450.44
2013-05-30,4796.47,7623.18,10903.54
2013-05-31,4730.17,7517.94,10753.28
2013-06-01,4819.14,7659.3,10955.36
2013-06-02,4985.0,7922.93,11332.5
2013-06-03,4767.73,7577.6,10838.55
2013-06-04,4911.84,7806.91,11167.06
2013-06-05,4783.1,7602.33,10874.48
2013-06-06,4784.5,7604.43,10877.25
2013-06-07,5120.17,8138.01,11640.63
2013-06-08,4366.11,6939.42,9925.98
2013-06-09,4722.43,7505.84,10736.38
2013-06-10,5204.37,8272.11,11832.96
2013-06-11,5336.61,8482.38,12133.9
2013-06-12,5020.0,7978.73,11412.65
2013-06-13,5147.81,8182.19,11704.31
2013-06-14,5162.8,8206.19,11738.93
2013-06-15,5192.72,8253.73,11806.94
2013-06-16,5164.0,8208.09,11741.67
2013-06-17,5190.03,8249.52,11801.05
2013-06-18,5070.25,8058.89,11527.86
2013-06-19,5091.58,8092.71,11576.12
2013-06-20,5117.88,8134.45,11635.68
2013-06-21,4987.02,7926.39,11337.91
2013-06-22,4437.37,7052.76,10088.27
2013-06-23,4785.49,7606.1,10879.83
2013-06-24,5151.21,8187.45,11711.54
2013-06-25,5211.48,8283.2,11848.41
2013-06-26,5224.73,8304.18,11878.26
2013-06-27,5149.69,8185.03,11708.05
2013-06-28,5102.63,8110.18,11600.91
2013-06-29,5111.76,8124.72,11621.76
2013-06-30,5089.57,8089.46,11571.35
2013-07-01,5137.7,8166.05,11681.07
2013-07-02,5133.82,8160.04,11672.77
2013-07-03,5071.04,8060.14,11529.66
2013-07-04,5034.9,8002.62,11447.21
