# SOURCE: Derived from wind_turbines-research.csv and daily_weather_openfield-research.csv
# DATE: 2026-02-25
# DESCRIPTION: Daily wind energy output per turbine for small/medium/large distributed-scale turbines
# UNITS: date=YYYY-MM-DD, small_turbine_kwh, medium_turbine_kwh, large_turbine_kwh=kWh/turbine/day
# LOGIC: Wind speed extrapolated from 10m to hub height using power law (alpha=0.14). Power curve: P = P_rated * (v^3 - v_cin^3) / (v_rated^3 - v_cin^3) for v_cin <= v <= v_rated; P_rated for v_rated < v <= v_cout; 0 otherwise. Expected power computed by numerical integration of power curve over Rayleigh distribution of sub-daily wind speeds (corrects Jensen's inequality bias from using daily mean directly). System losses (availability, electrical, dust/soiling, mechanical) applied as per-turbine derating.
# DEPENDENCIES: data/energy/wind_turbines-research.csv, data/weather/daily_weather_openfield-research.csv
# ASSUMPTIONS: (1) Power-law wind shear exponent 0.14 for open coastal terrain. (2) Sub-daily wind speed variability modeled via Rayleigh distribution (sigma = v_mean * sqrt(2/pi)). (3) No air density correction for altitude/temperature.
# TURBINES: small=bergey_excel_10 (10kW, hub 30m, rotor 7.0m, losses 12%); medium=eocycle_eo25 (25kW, hub 30m, rotor 12.6m, losses 10%); large=endurance_e3120 (50kW, hub 37m, rotor 19.2m, losses 10%)
date,small_turbine_kwh,medium_turbine_kwh,large_turbine_kwh
2019-03-01,109.72,277.67,630.51
2019-03-02,42.87,105.33,275.75
2019-03-03,39.42,96.48,254.84
2019-03-04,23.57,55.96,153.83
2019-03-05,67.88,169.67,418.21
2019-03-06,43.34,106.53,278.54
2019-03-07,65.54,163.66,405.5
2019-03-08,19.57,45.81,126.91
2019-03-09,15.79,36.27,100.95
2019-03-10,70.19,175.64,430.73
2019-03-11,57.99,144.21,363.59
2019-03-12,13.85,31.39,87.44
2019-03-13,55.14,136.87,347.45
2019-03-14,119.06,301.82,673.73
2019-03-15,14.88,33.97,94.6
2019-03-16,106.91,270.4,617.15
2019-03-17,82.93,208.49,497.89
2019-03-18,11.01,24.33,67.6
2019-03-19,53.71,133.2,339.31
2019-03-20,61.54,153.36,383.46
2019-03-21,97.56,246.26,571.78
2019-03-22,58.7,146.04,367.6
2019-03-23,22.08,52.16,143.83
2019-03-24,112.57,285.02,643.87
2019-03-25,105.02,265.53,608.12
2019-03-26,37.61,91.82,243.71
2019-03-27,44.5,109.52,285.51
2019-03-28,17.71,41.11,114.18
2019-03-29,11.65,25.92,72.09
2019-03-30,106.06,268.2,613.08
2019-03-31,114.23,289.33,651.63
2019-04-01,48.73,120.39,310.49
2019-04-02,5.38,10.72,28.95
2019-04-03,48.03,118.57,306.34
2019-04-04,38.51,94.14,249.27
2019-04-05,75.88,190.31,461.08
2019-04-06,5.72,11.51,31.19
2019-04-07,0.35,0.31,0.66
2019-04-08,18.04,41.94,116.45
2019-04-09,4.59,8.88,23.78
2019-04-10,104.5,264.18,605.6
2019-04-11,69.04,172.66,424.49
2019-04-12,22.26,52.63,145.07
2019-04-13,22.63,53.57,147.55
2019-04-14,33.61,81.59,218.83
2019-04-15,46.85,115.54,299.41
2019-04-16,93.68,236.25,552.53
2019-04-17,111.0,280.98,636.55
2019-04-18,97.56,246.26,571.78
2019-04-19,78.12,196.07,472.84
2019-04-20,93.68,236.25,552.53
2019-04-21,129.97,330.05,721.01
2019-04-22,92.09,232.13,544.55
2019-04-23,39.65,97.06,256.24
2019-04-24,27.91,67.01,182.34
2019-04-25,29.56,71.22,193.01
2019-04-26,42.64,104.74,274.36
2019-04-27,92.49,233.17,546.56
2019-04-28,48.03,118.57,306.34
2019-04-29,10.26,22.49,62.42
2019-04-30,51.81,128.31,328.39
2019-05-01,3.54,6.51,17.13
2019-05-02,17.22,39.87,110.81
2019-05-03,105.2,265.97,608.95
2019-05-04,45.2,111.32,289.68
2019-05-05,10.75,23.71,65.85
2019-05-06,14.14,32.12,89.46
2019-05-07,129.4,328.59,718.69
2019-05-08,87.8,221.06,522.87
2019-05-09,115.27,292.01,656.42
2019-05-10,46.85,115.54,299.41
2019-05-11,29.77,71.76,194.36
2019-05-12,8.43,18.0,49.66
2019-05-13,5.47,10.91,29.5
2019-05-14,0.98,1.28,3.01
2019-05-15,1.61,2.44,6.03
2019-05-16,0.55,0.59,1.3
2019-05-17,54.9,136.26,346.1
2019-05-18,63.2,157.61,392.6
2019-05-19,67.88,169.67,418.21
2019-05-20,23.01,54.52,150.05
2019-05-21,5.98,12.12,32.94
2019-05-22,4.59,8.88,23.78
2019-05-23,15.33,35.11,97.75
2019-05-24,16.42,37.85,105.28
2019-05-25,44.5,109.52,285.51
2019-05-26,83.14,209.04,499.01
2019-05-27,82.93,208.49,497.89
2019-05-28,91.49,230.58,541.52
2019-05-29,27.5,65.97,179.69
2019-05-30,53.48,132.59,337.95
2019-05-31,74.3,186.24,452.72
2019-06-01,62.25,155.18,387.39
2019-06-02,27.5,65.97,179.69
2019-06-03,13.7,31.03,86.43
2019-06-04,24.34,57.91,158.91
2019-06-05,41.49,101.77,267.39
2019-06-06,89.86,226.38,533.33
2019-06-07,105.2,265.97,608.95
2019-06-08,114.09,288.95,650.94
2019-06-09,45.67,112.53,292.47
2019-06-10,4.9,9.59,25.78
2019-06-11,0.02,0.0,0.01
2019-06-12,89.45,225.33,531.26
2019-06-13,90.88,229.01,538.47
2019-06-14,82.93,208.49,497.89
2019-06-15,38.74,94.72,250.66
2019-06-16,26.1,62.39,170.51
2019-06-17,6.43,13.19,35.97
2019-06-18,72.26,180.96,441.81
2019-06-19,34.05,82.71,221.58
2019-06-20,12.45,27.9,77.67
2019-06-21,62.49,155.79,388.69
2019-06-22,115.85,293.52,659.09
2019-06-23,85.28,214.56,510.0
2019-06-24,74.98,187.99,456.32
2019-06-25,41.02,100.59,264.6
2019-06-26,48.5,119.79,309.11
2019-06-27,83.57,210.15,501.22
2019-06-28,66.71,166.67,411.88
2019-06-29,90.88,229.01,538.47
2019-06-30,79.88,200.63,482.08
2019-07-01,84.0,211.26,503.43
2019-07-02,82.5,207.38,495.66
2019-07-03,84.43,212.36,505.63
2019-07-04,90.07,226.91,534.36
2019-07-05,115.42,292.39,657.09
2019-07-06,72.71,182.14,444.25
2019-07-07,82.28,206.82,494.54
2019-07-08,66.01,164.87,408.06
2019-07-09,66.01,164.87,408.06
2019-07-10,63.67,158.82,395.19
2019-07-11,29.98,72.29,195.7
2019-07-12,17.55,40.69,113.05
2019-07-13,67.88,169.67,418.21
2019-07-14,58.23,144.82,364.93
2019-07-15,86.34,217.28,515.4
2019-07-16,48.03,118.57,306.34
2019-07-17,1.53,2.29,5.63
2019-07-18,72.03,180.37,440.59
2019-07-19,103.44,261.45,600.5
2019-07-20,117.0,296.47,664.33
2019-07-21,118.79,301.12,672.51
2019-07-22,84.64,212.91,506.72
2019-07-23,55.14,136.87,347.45
2019-07-24,25.5,60.88,166.62
2019-07-25,74.3,186.24,452.72
2019-07-26,113.94,288.56,650.24
2019-07-27,115.71,293.14,658.43
2019-07-28,77.0,193.2,466.99
2019-07-29,53.95,133.81,340.67
2019-07-30,36.49,88.95,236.77
2019-07-31,19.23,44.94,124.55
2019-08-01,50.63,125.26,321.52
2019-08-02,84.64,212.91,506.72
2019-08-03,66.01,164.87,408.06
2019-08-04,69.96,175.04,429.48
2019-08-05,70.88,177.42,434.44
2019-08-06,91.69,231.1,542.53
2019-08-07,76.56,192.05,464.63
2019-08-08,37.61,91.82,243.71
2019-08-09,71.34,178.6,436.9
2019-08-10,28.11,67.53,183.67
2019-08-11,3.17,5.68,14.84
2019-08-12,1.31,1.86,4.52
2019-08-13,14.58,33.22,92.53
2019-08-14,32.96,79.93,214.72
2019-08-15,0.29,0.24,0.5
2019-08-16,1.57,2.36,5.83
2019-08-17,85.49,215.1,511.08
2019-08-18,90.07,226.91,534.36
2019-08-19,87.8,221.06,522.87
2019-08-20,82.06,206.26,493.42
2019-08-21,92.89,234.2,548.56
2019-08-22,106.06,268.2,613.08
2019-08-23,82.93,208.49,497.89
2019-08-24,25.31,60.38,165.33
2019-08-25,44.97,110.72,288.29
2019-08-26,94.08,237.27,554.5
2019-08-27,107.58,272.13,620.36
2019-08-28,115.12,291.63,655.74
2019-08-29,109.07,275.98,627.43
2019-08-30,94.47,238.28,556.46
2019-08-31,89.04,224.26,529.17
2019-09-01,102.91,260.07,597.92
2019-09-02,101.65,256.81,591.8
2019-09-03,102.73,259.61,597.05
2019-09-04,110.84,280.57,635.8
2019-09-05,88.84,223.73,528.13
2019-09-06,46.85,115.54,299.41
2019-09-07,67.18,167.87,414.42
2019-09-08,105.2,265.97,608.95
2019-09-09,83.36,209.6,500.12
2019-09-10,81.63,205.14,491.17
2019-09-11,75.66,189.73,459.89
2019-09-12,105.89,267.76,612.26
2019-09-13,70.19,175.64,430.73
2019-09-14,86.97,218.91,518.62
2019-09-15,67.88,169.67,418.21
2019-09-16,59.42,147.87,371.58
2019-09-17,80.54,202.33,485.51
2019-09-18,64.84,161.85,401.65
2019-09-19,100.0,252.56,583.76
2019-09-20,104.67,264.63,606.44
2019-09-21,120.78,306.25,681.42
2019-09-22,104.85,265.08,607.28
2019-09-23,77.23,193.78,468.16
2019-09-24,46.85,115.54,299.41
2019-09-25,81.85,205.7,492.3
2019-09-26,39.88,97.65,257.63
2019-09-27,40.11,98.23,259.02
2019-09-28,85.49,215.1,511.08
2019-09-29,67.64,169.07,416.95
2019-09-30,71.34,178.6,436.9
2019-10-01,77.45,194.35,469.34
2019-10-02,60.13,149.7,375.56
2019-10-03,49.68,122.83,316.01
2019-10-04,29.56,71.22,193.01
2019-10-05,44.74,110.12,286.9
2019-10-06,57.28,142.38,359.58
2019-10-07,30.4,73.36,198.4
2019-10-08,31.46,76.07,205.17
2019-10-09,52.53,130.15,332.49
2019-10-10,61.78,153.97,384.77
2019-10-11,75.43,189.15,458.7
2019-10-12,62.02,154.58,386.08
2019-10-13,35.37,86.1,229.85
2019-10-14,6.07,12.33,33.53
2019-10-15,36.49,88.95,236.77
2019-10-16,75.88,190.31,461.08
2019-10-17,57.52,142.99,360.92
2019-10-18,69.27,173.26,425.75
2019-10-19,24.92,59.39,162.75
2019-10-20,39.88,97.65,257.63
2019-10-21,19.92,46.69,129.28
2019-10-22,1.31,1.86,4.52
2019-10-23,42.41,104.14,272.97
2019-10-24,49.92,123.43,317.39
2019-10-25,30.4,73.36,198.4
2019-10-26,61.78,153.97,384.77
2019-10-27,53.48,132.59,337.95
2019-10-28,66.95,167.27,413.15
2019-10-29,76.56,192.05,464.63
2019-10-30,23.57,55.96,153.83
2019-10-31,44.5,109.52,285.51
2019-11-01,58.94,146.65,368.93
2019-11-02,13.85,31.39,87.44
2019-11-03,16.42,37.85,105.28
2019-11-04,12.45,27.9,77.67
2019-11-05,29.77,71.76,194.36
2019-11-06,29.56,71.22,193.01
2019-11-07,0.42,0.4,0.86
2019-11-08,12.18,27.23,75.79
2019-11-09,23.95,56.93,156.36
2019-11-10,6.52,13.41,36.6
2019-11-11,1.49,2.21,5.43
2019-11-12,4.59,8.88,23.78
2019-11-13,2.24,3.7,9.4
2019-11-14,1.2,1.67,4.03
2019-11-15,95.06,239.8,559.38
2019-11-16,64.37,160.64,399.07
2019-11-17,6.43,13.19,35.97
2019-11-18,22.63,53.57,147.55
2019-11-19,7.39,15.49,42.5
2019-11-20,4.08,7.72,20.51
2019-11-21,6.8,14.08,38.51
2019-11-22,11.13,24.64,68.49
2019-11-23,60.6,150.92,378.2
2019-11-24,42.87,105.33,275.75
2019-11-25,4.59,8.88,23.78
2019-11-26,24.72,58.89,161.47
2019-11-27,59.42,147.87,371.58
2019-11-28,60.6,150.92,378.2
2019-11-29,12.18,27.23,75.79
2019-11-30,10.14,22.2,61.57
2019-12-01,70.88,177.42,434.44
2019-12-02,75.43,189.15,458.7
2019-12-03,20.1,47.14,130.47
2019-12-04,16.42,37.85,105.28
2019-12-05,42.41,104.14,272.97
2019-12-06,105.89,267.76,612.26
2019-12-07,82.28,206.82,494.54
2019-12-08,65.08,162.45,402.94
2019-12-09,44.97,110.72,288.29
2019-12-10,1.53,2.29,5.63
2019-12-11,1.31,1.86,4.52
2019-12-12,67.88,169.67,418.21
2019-12-13,64.84,161.85,401.65
2019-12-14,39.19,95.89,253.45
2019-12-15,44.5,109.52,285.51
2019-12-16,29.35,70.69,191.67
2019-12-17,23.19,55.0,151.31
2019-12-18,8.0,16.97,46.72
2019-12-19,14.58,33.22,92.53
2019-12-20,19.4,45.37,125.73
2019-12-21,16.9,39.05,108.58
2019-12-22,20.1,47.14,130.47
2019-12-23,4.74,9.23,24.77
2019-12-24,19.75,46.25,128.09
2019-12-25,95.84,241.8,563.24
2019-12-26,75.88,190.31,461.08
2019-12-27,83.57,210.15,501.22
2019-12-28,20.81,48.94,135.27
2019-12-29,10.38,22.79,63.27
2019-12-30,42.64,104.74,274.36
2019-12-31,49.44,122.22,314.64
2020-01-01,37.38,91.25,242.32
2020-01-02,66.24,165.47,409.34
2020-01-03,84.64,212.91,506.72
2020-01-04,88.42,222.67,526.03
2020-01-05,41.26,101.18,265.99
2020-01-06,10.02,21.9,60.74
2020-01-07,56.8,141.15,356.89
2020-01-08,104.15,263.27,603.91
2020-01-09,88.01,221.6,523.93
2020-01-10,105.54,266.87,610.61
2020-01-11,30.61,73.9,199.75
2020-01-12,7.09,14.77,40.48
2020-01-13,29.35,70.69,191.67
2020-01-14,1.49,2.21,5.43
2020-01-15,13.28,29.97,83.46
2020-01-16,27.7,66.49,181.02
2020-01-17,107.08,270.83,617.96
2020-01-18,88.22,222.13,524.98
2020-01-19,87.18,219.45,519.68
2020-01-20,86.55,217.82,516.48
2020-01-21,129.5,328.84,719.08
2020-01-22,80.98,203.45,487.78
2020-01-23,43.11,105.93,277.15
2020-01-24,109.88,278.08,631.28
2020-01-25,23.76,56.45,155.09
2020-01-26,10.02,21.9,60.74
2020-01-27,0.81,0.99,2.3
2020-01-28,50.87,125.87,322.9
2020-01-29,76.11,190.89,462.27
2020-01-30,21.89,51.69,142.6
2020-01-31,92.69,233.68,547.56
2020-02-01,65.78,164.26,406.78
2020-02-02,20.63,48.48,134.06
2020-02-03,47.55,117.36,303.57
2020-02-04,82.28,206.82,494.54
2020-02-05,5.89,11.91,32.35
2020-02-06,2.29,3.8,9.68
2020-02-07,71.11,178.01,435.67
2020-02-08,116.28,294.63,661.08
2020-02-09,110.2,278.92,632.79
2020-02-10,112.72,285.42,644.59
2020-02-11,50.39,124.65,320.15
2020-02-12,3.05,5.42,14.12
2020-02-13,14.43,32.85,91.5
2020-02-14,0.89,1.13,2.64
2020-02-15,2.49,4.23,10.84
2020-02-16,97.18,245.28,569.9
2020-02-17,23.76,56.45,155.09
2020-02-18,44.97,110.72,288.29
2020-02-19,108.08,273.43,622.74
2020-02-20,46.85,115.54,299.41
2020-02-21,31.67,76.62,206.53
2020-02-22,60.6,150.92,378.2
2020-02-23,28.73,69.1,187.66
2020-02-24,24.34,57.91,158.91
2020-02-25,116.14,294.26,660.42
2020-02-26,14.73,33.6,93.56
2020-02-27,2.6,4.45,11.45
2020-02-28,34.93,84.97,227.09
2020-02-29,110.84,280.57,635.8
2020-03-01,102.73,259.61,597.05
2020-03-02,50.15,124.04,318.77
2020-03-03,18.38,42.79,118.75
2020-03-04,0.29,0.24,0.5
2020-03-05,12.58,28.24,78.62
2020-03-06,85.49,215.1,511.08
2020-03-07,38.74,94.72,250.66
2020-03-08,1.14,1.55,3.72
2020-03-09,14.43,32.85,91.5
2020-03-10,44.74,110.12,286.9
2020-03-11,46.61,114.94,298.02
2020-03-12,111.48,282.2,638.77
2020-03-13,122.41,310.49,688.7
2020-03-14,95.45,240.8,561.31
2020-03-15,13.42,30.32,84.45
2020-03-16,8.11,17.22,47.45
2020-03-17,125.24,317.81,701.08
2020-03-18,124.56,316.04,698.11
2020-03-19,99.44,251.12,581.03
2020-03-20,110.68,280.16,635.05
2020-03-21,107.91,273.0,621.95
2020-03-22,2.55,4.34,11.14
2020-03-23,31.67,76.62,206.53
2020-03-24,19.06,44.5,123.38
2020-03-25,84.86,213.46,507.82
2020-03-26,5.06,9.96,26.81
2020-03-27,42.18,103.55,271.57
2020-03-28,123.14,312.38,691.93
2020-03-29,75.43,189.15,458.7
2020-03-30,10.75,23.71,65.85
2020-03-31,41.49,101.77,267.39
2020-04-01,102.55,259.14,596.18
2020-04-02,70.65,176.82,433.2
2020-04-03,10.38,22.79,63.27
2020-04-04,5.55,11.11,30.06
2020-04-05,20.63,48.48,134.06
2020-04-06,100.37,253.51,585.56
2020-04-07,122.17,309.85,687.61
2020-04-08,114.53,290.1,653.01
2020-04-09,86.76,218.36,517.55
2020-04-10,99.44,251.12,581.03
2020-04-11,79.0,198.36,477.48
2020-04-12,65.31,163.06,404.22
2020-04-13,57.99,144.21,363.59
2020-04-14,97.56,246.26,571.78
2020-04-15,12.45,27.9,77.67
2020-04-16,5.81,11.71,31.77
2020-04-17,128.82,327.09,716.28
2020-04-18,22.26,52.63,145.07
2020-04-19,32.75,79.37,213.35
2020-04-20,28.94,69.63,188.99
2020-04-21,9.2,19.9,55.05
2020-04-22,22.08,52.16,143.83
2020-04-23,62.96,157.01,391.3
2020-04-24,66.71,166.67,411.88
2020-04-25,124.09,314.84,696.09
2020-04-26,72.26,180.96,441.81
2020-04-27,19.92,46.69,129.28
2020-04-28,33.83,82.15,220.21
2020-04-29,124.79,316.64,699.11
2020-04-30,71.57,179.19,438.13
2020-05-01,52.76,130.76,333.86
2020-05-02,7.19,15.01,41.15
2020-05-03,2.44,4.12,10.54
2020-05-04,52.29,129.53,331.12
2020-05-05,97.37,245.77,570.84
2020-05-06,95.25,240.3,560.35
2020-05-07,40.34,98.82,260.42
2020-05-08,9.43,20.46,56.64
2020-05-09,123.5,313.31,693.51
2020-05-10,69.73,174.45,428.24
2020-05-11,34.71,84.4,225.71
2020-05-12,30.82,74.44,201.1
2020-05-13,32.96,79.93,214.72
2020-05-14,29.77,71.76,194.36
2020-05-15,43.8,107.72,281.33
2020-05-16,1.78,2.77,6.9
2020-05-17,0.51,0.53,1.16
2020-05-18,4.52,8.71,23.3
2020-05-19,0.24,0.18,0.37
2020-05-20,1.69,2.6,6.46
2020-05-21,1.14,1.55,3.72
2020-05-22,47.32,116.75,302.19
2020-05-23,132.07,335.51,729.5
2020-05-24,140.66,357.97,756.8
2020-05-25,76.78,192.62,465.81
2020-05-26,52.53,130.15,332.49
2020-05-27,96.61,243.79,567.06
2020-05-28,117.83,298.64,668.16
2020-05-29,128.33,325.8,714.21
2020-05-30,106.4,269.08,614.72
2020-05-31,106.57,269.52,615.53
2020-06-01,65.31,163.06,404.22
2020-06-02,31.67,76.62,206.53
2020-06-03,53.0,131.37,335.22
2020-06-04,27.91,67.01,182.34
2020-06-05,96.22,242.8,565.15
2020-06-06,56.57,140.54,355.55
2020-06-07,31.46,76.07,205.17
2020-06-08,31.24,75.53,203.81
2020-06-09,92.69,233.68,547.56
2020-06-10,85.49,215.1,511.08
2020-06-11,109.4,276.83,628.98
2020-06-12,50.15,124.04,318.77
2020-06-13,16.1,37.05,103.1
2020-06-14,86.97,218.91,518.62
2020-06-15,120.9,306.58,682.0
2020-06-16,35.37,86.1,229.85
2020-06-17,36.04,87.81,234.0
2020-06-18,116.28,294.63,661.08
2020-06-19,120.65,305.92,680.84
2020-06-20,100.92,254.93,588.25
2020-06-21,35.6,86.67,231.24
2020-06-22,57.28,142.38,359.58
2020-06-23,83.36,209.6,500.12
2020-06-24,102.55,259.14,596.18
2020-06-25,81.63,205.14,491.17
2020-06-26,71.11,178.01,435.67
2020-06-27,40.34,98.82,260.42
2020-06-28,71.8,179.78,439.36
2020-06-29,87.38,219.98,520.75
2020-06-30,103.44,261.45,600.5
2020-07-01,74.76,187.41,455.12
2020-07-02,38.29,93.56,247.88
2020-07-03,29.56,71.22,193.01
2020-07-04,67.18,167.87,414.42
2020-07-05,86.97,218.91,518.62
2020-07-06,78.12,196.07,472.84
2020-07-07,47.08,116.15,300.8
2020-07-08,27.91,67.01,182.34
2020-07-09,62.02,154.58,386.08
2020-07-10,73.17,183.31,446.68
2020-07-11,91.69,231.1,542.53
2020-07-12,96.8,244.29,568.01
2020-07-13,75.88,190.31,461.08
2020-07-14,37.61,91.82,243.71
2020-07-15,73.17,183.31,446.68
2020-07-16,113.94,288.56,650.24
2020-07-17,103.97,262.82,603.06
2020-07-18,94.86,239.29,558.41
2020-07-19,34.93,84.97,227.09
2020-07-20,96.42,243.3,566.11
2020-07-21,133.42,339.01,734.76
2020-07-22,122.9,311.76,690.86
2020-07-23,90.88,229.01,538.47
2020-07-24,98.13,247.73,574.58
2020-07-25,101.65,256.81,591.8
2020-07-26,99.26,250.64,580.12
2020-07-27,113.18,286.6,646.73
2020-07-28,71.57,179.19,438.13
2020-07-29,63.67,158.82,395.19
2020-07-30,73.17,183.31,446.68
2020-07-31,111.79,283.01,640.24
2020-08-01,108.91,275.56,626.66
2020-08-02,53.71,133.2,339.31
2020-08-03,74.3,186.24,452.72
2020-08-04,86.97,218.91,518.62
2020-08-05,71.34,178.6,436.9
2020-08-06,67.18,167.87,414.42
2020-08-07,39.88,97.65,257.63
2020-08-08,71.11,178.01,435.67
2020-08-09,93.29,235.22,550.55
2020-08-10,57.99,144.21,363.59
2020-08-11,62.96,157.01,391.3
2020-08-12,96.61,243.79,567.06
2020-08-13,59.89,149.09,374.23
2020-08-14,57.99,144.21,363.59
2020-08-15,34.71,84.4,225.71
2020-08-16,34.27,83.27,222.96
2020-08-17,46.61,114.94,298.02
2020-08-18,93.29,235.22,550.55
2020-08-19,98.32,248.21,575.51
2020-08-20,93.49,235.74,551.54
2020-08-21,106.06,268.2,613.08
2020-08-22,102.19,258.21,594.44
2020-08-23,29.56,71.22,193.01
2020-08-24,15.95,36.66,102.02
2020-08-25,49.21,121.61,313.26
2020-08-26,86.13,216.74,514.33
2020-08-27,110.36,279.33,633.55
2020-08-28,75.88,190.31,461.08
2020-08-29,39.88,97.65,257.63
2020-08-30,35.6,86.67,231.24
2020-08-31,59.18,147.26,370.26
2020-09-01,69.96,175.04,429.48
2020-09-02,44.27,108.92,284.12
2020-09-03,27.91,67.01,182.34
2020-09-04,3.42,6.23,16.35
2020-09-05,20.99,49.39,136.48
2020-09-06,45.67,112.53,292.47
2020-09-07,96.42,243.3,566.11
2020-09-08,100.74,254.46,587.36
2020-09-09,94.47,238.28,556.46
2020-09-10,39.88,97.65,257.63
2020-09-11,19.92,46.69,129.28
2020-09-12,51.58,127.7,327.02
2020-09-13,75.88,190.31,461.08
2020-09-14,73.17,183.31,446.68
2020-09-15,90.27,227.44,535.39
2020-09-16,86.34,217.28,515.4
2020-09-17,37.83,92.4,245.1
2020-09-18,37.38,91.25,242.32
2020-09-19,21.35,50.31,138.92
2020-09-20,52.53,130.15,332.49
2020-09-21,73.4,183.9,447.89
2020-09-22,81.85,205.7,492.3
2020-09-23,108.08,273.43,622.74
2020-09-24,112.57,285.02,643.87
2020-09-25,96.03,242.3,564.2
2020-09-26,75.43,189.15,458.7
2020-09-27,13.56,30.68,85.44
2020-09-28,34.27,83.27,222.96
2020-09-29,29.98,72.29,195.7
2020-09-30,37.83,92.4,245.1
2020-10-01,57.04,141.76,358.24
2020-10-02,70.42,176.23,431.97
2020-10-03,79.88,200.63,482.08
2020-10-04,82.71,207.93,496.78
2020-10-05,20.27,47.58,131.66
2020-10-06,9.67,21.03,58.26
2020-10-07,3.94,7.41,19.63
2020-10-08,0.71,0.83,1.89
2020-10-09,13.99,31.76,88.44
2020-10-10,75.66,189.73,459.89
2020-10-11,73.17,183.31,446.68
2020-10-12,87.18,219.45,519.68
2020-10-13,64.37,160.64,399.07
2020-10-14,47.32,116.75,302.19
2020-10-15,20.63,48.48,134.06
2020-10-16,42.87,105.33,275.75
2020-10-17,50.15,124.04,318.77
2020-10-18,27.3,65.45,178.38
2020-10-19,11.26,24.96,69.38
2020-10-20,27.91,67.01,182.34
2020-10-21,12.58,28.24,78.62
2020-10-22,7.0,14.54,39.82
2020-10-23,8.54,18.27,50.41
2020-10-24,35.6,86.67,231.24
2020-10-25,100.74,254.46,587.36
2020-10-26,17.71,41.11,114.18
2020-10-27,31.03,74.99,202.46
2020-10-28,6.62,13.63,37.23
2020-10-29,13.7,31.03,86.43
2020-10-30,27.3,65.45,178.38
2020-10-31,0.47,0.47,1.03
2020-11-01,12.86,28.93,80.54
2020-11-02,43.57,107.12,279.94
2020-11-03,68.57,171.47,421.99
2020-11-04,73.4,183.9,447.89
2020-11-05,94.08,237.27,554.5
2020-11-06,76.56,192.05,464.63
2020-11-07,55.62,138.1,350.16
2020-11-08,5.47,10.91,29.5
2020-11-09,7.09,14.77,40.48
2020-11-10,52.29,129.53,331.12
2020-11-11,64.61,161.25,400.36
2020-11-12,64.84,161.85,401.65
2020-11-13,24.15,57.42,157.63
2020-11-14,47.55,117.36,303.57
2020-11-15,103.97,262.82,603.06
2020-11-16,62.72,156.4,390.0
2020-11-17,34.05,82.71,221.58
2020-11-18,15.33,35.11,97.75
2020-11-19,37.38,91.25,242.32
2020-11-20,76.78,192.62,465.81
2020-11-21,77.23,193.78,468.16
2020-11-22,19.06,44.5,123.38
2020-11-23,21.89,51.69,142.6
2020-11-24,5.89,11.91,32.35
2020-11-25,90.88,229.01,538.47
2020-11-26,94.86,239.29,558.41
2020-11-27,43.8,107.72,281.33
2020-11-28,89.04,224.26,529.17
2020-11-29,24.72,58.89,161.47
2020-11-30,23.38,55.48,152.57
2020-12-01,28.94,69.63,188.99
2020-12-02,18.38,42.79,118.75
2020-12-03,5.63,11.31,30.62
2020-12-04,33.61,81.59,218.83
2020-12-05,57.52,142.99,360.92
2020-12-06,30.4,73.36,198.4
2020-12-07,20.63,48.48,134.06
2020-12-08,11.13,24.64,68.49
2020-12-09,61.31,152.75,382.15
2020-12-10,40.79,100.0,263.2
2020-12-11,1.65,2.52,6.24
2020-12-12,36.93,90.1,239.55
2020-12-13,56.33,139.93,354.2
2020-12-14,67.18,167.87,414.42
2020-12-15,87.38,219.98,520.75
2020-12-16,69.04,172.66,424.49
2020-12-17,54.19,134.42,342.03
2020-12-18,20.63,48.48,134.06
2020-12-19,25.5,60.88,166.62
2020-12-20,13.14,29.62,82.48
2020-12-21,10.26,22.49,62.42
2020-12-22,44.97,110.72,288.29
2020-12-23,57.75,143.6,362.26
2020-12-24,71.57,179.19,438.13
2020-12-25,17.22,39.87,110.81
2020-12-26,2.88,5.04,13.08
2020-12-27,5.72,11.51,31.19
2020-12-28,4.37,8.37,22.34
2020-12-29,16.74,38.65,107.48
2020-12-30,43.11,105.93,277.15
2020-12-31,28.11,67.53,183.67
2021-01-01,32.31,78.27,210.62
2021-01-02,22.26,52.63,145.07
2021-01-03,12.86,28.93,80.54
2021-01-04,17.38,40.28,111.93
2021-01-05,17.22,39.87,110.81
2021-01-06,12.45,27.9,77.67
2021-01-07,22.63,53.57,147.55
2021-01-08,9.43,20.46,56.64
2021-01-09,24.53,58.4,160.19
2021-01-10,28.11,67.53,183.67
2021-01-11,4.37,8.37,22.34
2021-01-12,43.11,105.93,277.15
2021-01-13,23.76,56.45,155.09
2021-01-14,104.32,263.72,604.76
2021-01-15,21.17,49.85,137.7
2021-01-16,69.27,173.26,425.75
2021-01-17,73.85,185.07,450.31
2021-01-18,73.85,185.07,450.31
2021-01-19,98.7,249.19,577.36
2021-01-20,123.26,312.69,692.46
2021-01-21,29.35,70.69,191.67
2021-01-22,21.53,50.77,140.14
2021-01-23,8.0,16.97,46.72
2021-01-24,64.14,160.04,397.78
2021-01-25,42.18,103.55,271.57
2021-01-26,4.23,8.04,21.42
2021-01-27,8.21,17.48,48.18
2021-01-28,93.49,235.74,551.54
2021-01-29,106.4,269.08,614.72
