# SOURCE: Derived from wind_turbines-research.csv and daily_weather_openfield-research.csv
# DATE: 2026-02-25
# DESCRIPTION: Daily wind energy output per turbine for small/medium/large distributed-scale turbines
# UNITS: date=YYYY-MM-DD, small_turbine_kwh, medium_turbine_kwh, large_turbine_kwh=kWh/turbine/day
# LOGIC: Wind speed extrapolated from 10m to hub height using power law (alpha=0.14). Power curve: P = P_rated * (v^3 - v_cin^3) / (v_rated^3 - v_cin^3) for v_cin <= v <= v_rated; P_rated for v_rated < v <= v_cout; 0 otherwise. Expected power computed by numerical integration of power curve over Rayleigh distribution of sub-daily wind speeds (corrects Jensen's inequality bias from using daily mean directly). System losses (availability, electrical, dust/soiling, mechanical) applied as per-turbine derating.
# DEPENDENCIES: data/energy/wind_turbines-research.csv, data/weather/daily_weather_openfield-research.csv
# ASSUMPTIONS: (1) Power-law wind shear exponent 0.14 for open coastal terrain. (2) Sub-daily wind speed variability modeled via Rayleigh distribution (sigma = v_mean * sqrt(2/pi)). (3) No air density correction for altitude/temperature.
# TURBINES: small=bergey_excel_10 (10kW, hub 30m, rotor 7.0m, losses 12%); medium=eocycle_eo25 (25kW, hub 30m, rotor 12.6m, losses 10%); large=endurance_e3120 (50kW, hub 37m, rotor 19.2m, losses 10%)
date,small_turbine_kwh,medium_turbine_kwh,large_turbine_kwh
2015-04-29,33.4,81.04,217.46
2015-04-30,109.23,276.41,628.21
2015-05-01,115.56,292.77,657.76
2015-05-02,116.57,295.37,662.39
2015-05-03,100.37,253.51,585.56
2015-05-04,105.2,265.97,608.95
2015-05-05,44.27,108.92,284.12
2015-05-06,17.38,40.28,111.93
2015-05-07,9.43,20.46,56.64
2015-05-08,35.15,85.53,228.47
2015-05-09,3.61,6.65,17.54
2015-05-10,54.43,135.04,343.39
2015-05-11,19.06,44.5,123.38
2015-05-12,64.84,161.85,401.65
2015-05-13,57.75,143.6,362.26
2015-05-14,85.49,215.1,511.08
2015-05-15,57.04,141.76,358.24
2015-05-16,29.77,71.76,194.36
2015-05-17,18.04,41.94,116.45
2015-05-18,4.59,8.88,23.78
2015-05-19,11.39,25.27,70.28
2015-05-20,48.73,120.39,310.49
2015-05-21,123.62,313.62,694.03
2015-05-22,103.97,262.82,603.06
2015-05-23,87.59,220.52,521.81
2015-05-24,38.74,94.72,250.66
2015-05-25,8.21,17.48,48.18
2015-05-26,11.01,24.33,67.6
2015-05-27,3.94,7.41,19.63
2015-05-28,24.92,59.39,162.75
2015-05-29,126.99,322.34,708.57
2015-05-30,103.62,261.9,601.36
2015-05-31,92.09,232.13,544.55
2015-06-01,104.32,263.72,604.76
2015-06-02,40.79,100.0,263.2
2015-06-03,70.19,175.64,430.73
2015-06-04,118.79,301.12,672.51
2015-06-05,96.61,243.79,567.06
2015-06-06,71.57,179.19,438.13
2015-06-07,72.26,180.96,441.81
2015-06-08,6.43,13.19,35.97
2015-06-09,118.11,299.36,669.41
2015-06-10,128.13,325.28,713.37
2015-06-11,109.4,276.83,628.98
2015-06-12,105.37,266.42,609.78
2015-06-13,113.63,287.78,648.84
2015-06-14,109.56,277.25,629.75
2015-06-15,87.18,219.45,519.68
2015-06-16,89.25,224.8,530.22
2015-06-17,75.43,189.15,458.7
2015-06-18,45.91,113.13,293.86
2015-06-19,45.91,113.13,293.86
2015-06-20,99.82,252.08,582.85
2015-06-21,100.74,254.46,587.36
2015-06-22,100.55,253.98,586.46
2015-06-23,108.08,273.43,622.74
2015-06-24,113.33,287.0,647.44
2015-06-25,104.67,264.63,606.44
2015-06-26,97.75,246.75,572.71
2015-06-27,11.65,25.92,72.09
2015-06-28,67.41,168.47,415.69
2015-06-29,57.04,141.76,358.24
2015-06-30,97.56,246.26,571.78
2015-07-01,89.45,225.33,531.26
2015-07-02,92.09,232.13,544.55
2015-07-03,73.4,183.9,447.89
2015-07-04,66.24,165.47,409.34
2015-07-05,69.04,172.66,424.49
2015-07-06,104.85,265.08,607.28
2015-07-07,117.56,297.92,666.89
2015-07-08,92.69,233.68,547.56
2015-07-09,81.41,204.58,490.04
2015-07-10,105.71,267.31,611.44
2015-07-11,102.55,259.14,596.18
2015-07-12,91.49,230.58,541.52
2015-07-13,84.64,212.91,506.72
2015-07-14,39.65,97.06,256.24
2015-07-15,36.71,89.52,238.16
2015-07-16,17.38,40.28,111.93
2015-07-17,46.61,114.94,298.02
2015-07-18,67.18,167.87,414.42
2015-07-19,83.36,209.6,500.12
2015-07-20,86.13,216.74,514.33
2015-07-21,57.28,142.38,359.58
2015-07-22,57.28,142.38,359.58
2015-07-23,26.9,64.43,175.74
2015-07-24,6.43,13.19,35.97
2015-07-25,33.61,81.59,218.83
2015-07-26,88.22,222.13,524.98
2015-07-27,105.37,266.42,609.78
2015-07-28,62.49,155.79,388.69
2015-07-29,5.72,11.51,31.19
2015-07-30,15.64,35.88,99.87
2015-07-31,32.53,78.82,211.98
2015-08-01,29.77,71.76,194.36
2015-08-02,7.59,15.97,43.89
2015-08-03,43.57,107.12,279.94
2015-08-04,82.93,208.49,497.89
2015-08-05,102.55,259.14,596.18
2015-08-06,104.85,265.08,607.28
2015-08-07,33.61,81.59,218.83
2015-08-08,46.14,113.73,295.25
2015-08-09,69.5,173.85,426.99
2015-08-10,81.2,204.02,488.91
2015-08-11,59.65,148.48,372.91
2015-08-12,65.08,162.45,402.94
2015-08-13,65.54,163.66,405.5
2015-08-14,69.04,172.66,424.49
2015-08-15,55.38,137.48,348.81
2015-08-16,46.14,113.73,295.25
2015-08-17,54.19,134.42,342.03
2015-08-18,40.79,100.0,263.2
2015-08-19,79.0,198.36,477.48
2015-08-20,102.55,259.14,596.18
2015-08-21,115.27,292.01,656.42
2015-08-22,111.63,282.61,639.51
2015-08-23,95.84,241.8,563.24
2015-08-24,116.14,294.26,660.42
2015-08-25,120.26,304.91,679.1
2015-08-26,93.29,235.22,550.55
2015-08-27,67.18,167.87,414.42
2015-08-28,69.73,174.45,428.24
2015-08-29,87.59,220.52,521.81
2015-08-30,116.85,296.11,663.69
2015-08-31,85.49,215.1,511.08
2015-09-01,72.03,180.37,440.59
2015-09-02,78.78,197.79,476.32
2015-09-03,91.29,230.06,540.51
2015-09-04,90.88,229.01,538.47
2015-09-05,96.42,243.3,566.11
2015-09-06,84.0,211.26,503.43
2015-09-07,65.54,163.66,405.5
2015-09-08,13.7,31.03,86.43
2015-09-09,3.48,6.37,16.74
2015-09-10,3.68,6.8,17.94
2015-09-11,9.9,21.61,59.91
2015-09-12,11.26,24.96,69.38
2015-09-13,16.1,37.05,103.1
2015-09-14,28.11,67.53,183.67
2015-09-15,34.49,83.84,224.33
2015-09-16,86.13,216.74,514.33
2015-09-17,42.64,104.74,274.36
2015-09-18,21.89,51.69,142.6
2015-09-19,31.24,75.53,203.81
2015-09-20,51.58,127.7,327.02
2015-09-21,75.66,189.73,459.89
2015-09-22,20.99,49.39,136.48
2015-09-23,31.88,77.17,207.89
2015-09-24,73.85,185.07,450.31
2015-09-25,48.03,118.57,306.34
2015-09-26,22.63,53.57,147.55
2015-09-27,86.97,218.91,518.62
2015-09-28,66.48,166.07,410.61
2015-09-29,43.11,105.93,277.15
2015-09-30,2.09,3.4,8.6
2015-10-01,48.26,119.18,307.73
2015-10-02,73.85,185.07,450.31
2015-10-03,88.22,222.13,524.98
2015-10-04,86.76,218.36,517.55
2015-10-05,97.18,245.28,569.9
2015-10-06,114.38,289.72,652.32
2015-10-07,53.0,131.37,335.22
2015-10-08,61.31,152.75,382.15
2015-10-09,61.78,153.97,384.77
2015-10-10,54.19,134.42,342.03
2015-10-11,5.47,10.91,29.5
2015-10-12,5.3,10.52,28.41
2015-10-13,10.02,21.9,60.74
2015-10-14,31.24,75.53,203.81
2015-10-15,36.93,90.1,239.55
2015-10-16,48.03,118.57,306.34
2015-10-17,34.27,83.27,222.96
2015-10-18,20.99,49.39,136.48
2015-10-19,54.43,135.04,343.39
2015-10-20,30.82,74.44,201.1
2015-10-21,5.14,10.14,27.34
2015-10-22,5.06,9.96,26.81
2015-10-23,1.24,1.73,4.19
2015-10-24,6.62,13.63,37.23
2015-10-25,20.63,48.48,134.06
2015-10-26,82.93,208.49,497.89
2015-10-27,79.0,198.36,477.48
2015-10-28,75.43,189.15,458.7
2015-10-29,67.18,167.87,414.42
2015-10-30,29.98,72.29,195.7
2015-10-31,38.51,94.14,249.27
2015-11-01,33.18,80.48,216.09
2015-11-02,29.77,71.76,194.36
2015-11-03,19.92,46.69,129.28
2015-11-04,26.9,64.43,175.74
2015-11-05,60.36,150.31,376.88
2015-11-06,69.96,175.04,429.48
2015-11-07,44.27,108.92,284.12
2015-11-08,55.62,138.1,350.16
2015-11-09,105.54,266.87,610.61
2015-11-10,88.63,223.2,527.08
2015-11-11,66.24,165.47,409.34
2015-11-12,12.72,28.58,79.58
2015-11-13,13.99,31.76,88.44
2015-11-14,6.62,13.63,37.23
2015-11-15,1.57,2.36,5.83
2015-11-16,75.88,190.31,461.08
2015-11-17,90.88,229.01,538.47
2015-11-18,24.53,58.4,160.19
2015-11-19,16.1,37.05,103.1
2015-11-20,17.71,41.11,114.18
2015-11-21,5.14,10.14,27.34
2015-11-22,27.5,65.97,179.69
2015-11-23,28.52,68.58,186.33
2015-11-24,15.79,36.27,100.95
2015-11-25,61.54,153.36,383.46
2015-11-26,38.51,94.14,249.27
2015-11-27,0.53,0.56,1.23
2015-11-28,20.27,47.58,131.66
2015-11-29,42.18,103.55,271.57
2015-11-30,103.44,261.45,600.5
2015-12-01,103.44,261.45,600.5
2015-12-02,74.08,185.66,451.52
2015-12-03,86.55,217.82,516.48
2015-12-04,34.49,83.84,224.33
2015-12-05,58.94,146.65,368.93
2015-12-06,52.76,130.76,333.86
2015-12-07,29.14,70.16,190.33
2015-12-08,15.48,35.5,98.81
2015-12-09,32.53,78.82,211.98
2015-12-10,55.85,138.71,351.51
2015-12-11,79.22,198.93,478.63
2015-12-12,60.13,149.7,375.56
2015-12-13,74.53,186.82,453.92
2015-12-14,77.0,193.2,466.99
2015-12-15,13.14,29.62,82.48
2015-12-16,9.78,21.32,59.08
2015-12-17,73.17,183.31,446.68
2015-12-18,33.83,82.15,220.21
2015-12-19,44.97,110.72,288.29
2015-12-20,54.67,135.65,344.75
2015-12-21,20.99,49.39,136.48
2015-12-22,36.93,90.1,239.55
2015-12-23,69.96,175.04,429.48
2015-12-24,62.25,155.18,387.39
2015-12-25,11.01,24.33,67.6
2015-12-26,6.52,13.41,36.6
2015-12-27,5.06,9.96,26.81
2015-12-28,7.69,16.22,44.59
2015-12-29,21.71,51.23,141.37
2015-12-30,105.71,267.31,611.44
2015-12-31,55.38,137.48,348.81
2016-01-01,117.0,296.47,664.33
2016-01-02,80.32,201.76,484.37
2016-01-03,33.83,82.15,220.21
2016-01-04,53.24,131.98,336.59
2016-01-05,26.5,63.4,173.12
2016-01-06,28.52,68.58,186.33
2016-01-07,10.38,22.79,63.27
2016-01-08,112.72,285.42,644.59
2016-01-09,86.55,217.82,516.48
2016-01-10,16.1,37.05,103.1
2016-01-11,20.99,49.39,136.48
2016-01-12,23.76,56.45,155.09
2016-01-13,5.22,10.33,27.87
2016-01-14,87.8,221.06,522.87
2016-01-15,25.11,59.88,164.04
2016-01-16,0.61,0.68,1.54
2016-01-17,5.22,10.33,27.87
2016-01-18,93.68,236.25,552.53
2016-01-19,93.88,236.76,553.52
2016-01-20,36.26,88.38,235.39
2016-01-21,39.42,96.48,254.84
2016-01-22,88.01,221.6,523.93
2016-01-23,109.56,277.25,629.75
2016-01-24,115.56,292.77,657.76
2016-01-25,120.52,305.58,680.26
2016-01-26,94.28,237.77,555.48
2016-01-27,66.01,164.87,408.06
2016-01-28,32.31,78.27,210.62
2016-01-29,15.95,36.66,102.02
2016-01-30,19.4,45.37,125.73
2016-01-31,24.72,58.89,161.47
2016-02-01,41.72,102.36,268.78
2016-02-02,64.37,160.64,399.07
2016-02-03,10.14,22.2,61.57
2016-02-04,25.31,60.38,165.33
2016-02-05,11.52,25.6,71.18
2016-02-06,132.23,335.94,730.15
2016-02-07,128.53,326.32,715.05
2016-02-08,38.06,92.98,246.49
2016-02-09,30.4,73.36,198.4
2016-02-10,119.33,302.51,674.94
2016-02-11,22.82,54.05,148.8
2016-02-12,11.13,24.64,68.49
2016-02-13,3.61,6.65,17.54
2016-02-14,18.04,41.94,116.45
2016-02-15,5.55,11.11,30.06
2016-02-16,4.01,7.56,20.07
2016-02-17,3.54,6.51,17.13
2016-02-18,10.14,22.2,61.57
2016-02-19,1.2,1.67,4.03
2016-02-20,77.89,195.5,471.67
2016-02-21,124.09,314.84,696.09
2016-02-22,119.33,302.51,674.94
2016-02-23,46.85,115.54,299.41
2016-02-24,4.23,8.04,21.42
2016-02-25,1.1,1.5,3.57
2016-02-26,0.68,0.79,1.8
2016-02-27,37.16,90.67,240.93
2016-02-28,8.65,18.53,51.17
2016-02-29,9.09,19.62,54.26
2016-03-01,5.14,10.14,27.34
2016-03-02,17.22,39.87,110.81
2016-03-03,124.33,315.45,697.11
2016-03-04,82.28,206.82,494.54
2016-03-05,71.11,178.01,435.67
2016-03-06,31.24,75.53,203.81
2016-03-07,29.35,70.69,191.67
2016-03-08,20.81,48.94,135.27
2016-03-09,44.97,110.72,288.29
2016-03-10,18.21,42.36,117.6
2016-03-11,5.72,11.51,31.19
2016-03-12,1.74,2.68,6.67
2016-03-13,2.05,3.3,8.34
2016-03-14,72.03,180.37,440.59
2016-03-15,79.44,199.49,479.78
2016-03-16,77.67,194.93,470.51
2016-03-17,75.43,189.15,458.7
2016-03-18,44.27,108.92,284.12
2016-03-19,22.82,54.05,148.8
2016-03-20,108.74,275.14,625.88
2016-03-21,94.47,238.28,556.46
2016-03-22,51.34,127.09,325.64
2016-03-23,8.32,17.74,48.92
2016-03-24,3.74,6.95,18.36
2016-03-25,4.98,9.77,26.29
2016-03-26,66.01,164.87,408.06
2016-03-27,105.2,265.97,608.95
2016-03-28,122.78,311.44,690.33
2016-03-29,105.54,266.87,610.61
2016-03-30,71.57,179.19,438.13
2016-03-31,32.96,79.93,214.72
2016-04-01,15.18,34.73,96.69
2016-04-02,4.44,8.54,22.82
2016-04-03,24.34,57.91,158.91
2016-04-04,10.75,23.71,65.85
2016-04-05,30.82,74.44,201.1
2016-04-06,38.51,94.14,249.27
2016-04-07,27.5,65.97,179.69
2016-04-08,0.03,0.01,0.02
2016-04-09,7.09,14.77,40.48
2016-04-10,11.26,24.96,69.38
2016-04-11,62.25,155.18,387.39
2016-04-12,116.43,295.0,661.73
2016-04-13,102.73,259.61,597.05
2016-04-14,70.19,175.64,430.73
2016-04-15,5.06,9.96,26.81
2016-04-16,2.49,4.23,10.84
2016-04-17,14.73,33.6,93.56
2016-04-18,37.16,90.67,240.93
2016-04-19,5.47,10.91,29.5
2016-04-20,3.11,5.55,14.47
2016-04-21,2.99,5.29,13.76
2016-04-22,3.11,5.55,14.47
2016-04-23,5.89,11.91,32.35
2016-04-24,9.43,20.46,56.64
2016-04-25,6.52,13.41,36.6
2016-04-26,10.63,23.4,64.98
2016-04-27,109.88,278.08,631.28
2016-04-28,117.0,296.47,664.33
2016-04-29,73.62,184.49,449.1
2016-04-30,3.61,6.65,17.54
2016-05-01,1.74,2.68,6.67
2016-05-02,24.92,59.39,162.75
2016-05-03,17.71,41.11,114.18
2016-05-04,124.67,316.34,698.61
2016-05-05,79.0,198.36,477.48
2016-05-06,108.74,275.14,625.88
2016-05-07,88.63,223.2,527.08
2016-05-08,70.42,176.23,431.97
2016-05-09,4.37,8.37,22.34
2016-05-10,39.88,97.65,257.63
2016-05-11,105.71,267.31,611.44
2016-05-12,64.84,161.85,401.65
2016-05-13,27.3,65.45,178.38
2016-05-14,8.43,18.0,49.66
2016-05-15,31.88,77.17,207.89
2016-05-16,1.24,1.73,4.19
2016-05-17,113.94,288.56,650.24
2016-05-18,126.02,319.83,704.43
2016-05-19,122.29,310.17,688.16
2016-05-20,84.22,211.81,504.53
2016-05-21,66.24,165.47,409.34
2016-05-22,17.38,40.28,111.93
2016-05-23,128.92,327.34,716.69
2016-05-24,118.52,300.42,671.28
2016-05-25,69.04,172.66,424.49
2016-05-26,17.55,40.69,113.05
2016-05-27,124.67,316.34,698.61
2016-05-28,109.4,276.83,628.98
2016-05-29,102.19,258.21,594.44
2016-05-30,72.26,180.96,441.81
2016-05-31,29.56,71.22,193.01
2016-06-01,39.65,97.06,256.24
2016-06-02,67.64,169.07,416.95
2016-06-03,22.82,54.05,148.8
2016-06-04,8.11,17.22,47.45
2016-06-05,22.82,54.05,148.8
2016-06-06,97.94,247.24,573.65
2016-06-07,31.46,76.07,205.17
2016-06-08,6.16,12.54,34.13
2016-06-09,121.41,307.9,684.27
2016-06-10,111.0,280.98,636.55
2016-06-11,80.1,201.2,483.22
2016-06-12,2.6,4.45,11.45
2016-06-13,4.23,8.04,21.42
2016-06-14,10.14,22.2,61.57
2016-06-15,61.07,152.14,380.83
2016-06-16,101.83,257.28,592.68
2016-06-17,38.97,95.31,252.06
2016-06-18,33.18,80.48,216.09
2016-06-19,0.36,0.33,0.71
2016-06-20,23.95,56.93,156.36
2016-06-21,97.37,245.77,570.84
2016-06-22,76.11,190.89,462.27
2016-06-23,70.65,176.82,433.2
2016-06-24,45.44,111.92,291.07
2016-06-25,55.38,137.48,348.81
2016-06-26,77.23,193.78,468.16
2016-06-27,114.53,290.1,653.01
2016-06-28,117.14,296.84,664.98
2016-06-29,61.31,152.75,382.15
2016-06-30,68.11,170.27,419.47
2016-07-01,97.18,245.28,569.9
2016-07-02,91.69,231.1,542.53
2016-07-03,76.33,191.47,463.45
2016-07-04,95.25,240.3,560.35
2016-07-05,79.0,198.36,477.48
2016-07-06,28.52,68.58,186.33
2016-07-07,14.58,33.22,92.53
2016-07-08,66.24,165.47,409.34
2016-07-09,42.18,103.55,271.57
2016-07-10,45.2,111.32,289.68
2016-07-11,41.95,102.96,270.18
2016-07-12,56.8,141.15,356.89
2016-07-13,48.03,118.57,306.34
2016-07-14,90.48,227.96,536.42
2016-07-15,91.49,230.58,541.52
2016-07-16,100.0,252.56,583.76
2016-07-17,123.5,313.31,693.51
2016-07-18,123.14,312.38,691.93
2016-07-19,88.84,223.73,528.13
2016-07-20,15.03,34.35,95.64
2016-07-21,36.93,90.1,239.55
2016-07-22,97.37,245.77,570.84
2016-07-23,127.09,322.61,709.01
2016-07-24,126.02,319.83,704.43
2016-07-25,46.61,114.94,298.02
2016-07-26,32.75,79.37,213.35
2016-07-27,99.44,251.12,581.03
2016-07-28,111.32,281.79,638.03
2016-07-29,88.42,222.67,526.03
2016-07-30,81.2,204.02,488.91
2016-07-31,32.75,79.37,213.35
2016-08-01,52.76,130.76,333.86
2016-08-02,100.37,253.51,585.56
2016-08-03,86.97,218.91,518.62
2016-08-04,110.04,278.5,632.04
2016-08-05,105.02,265.53,608.12
2016-08-06,96.61,243.79,567.06
2016-08-07,108.25,273.86,623.53
2016-08-08,97.75,246.75,572.71
2016-08-09,78.78,197.79,476.32
2016-08-10,76.33,191.47,463.45
2016-08-11,81.63,205.14,491.17
2016-08-12,92.29,232.65,545.56
2016-08-13,79.66,200.06,480.93
2016-08-14,98.51,248.7,576.43
2016-08-15,107.08,270.83,617.96
2016-08-16,110.84,280.57,635.8
2016-08-17,107.24,271.27,618.76
2016-08-18,63.43,158.22,393.9
2016-08-19,48.5,119.79,309.11
2016-08-20,24.34,57.91,158.91
2016-08-21,36.93,90.1,239.55
2016-08-22,68.57,171.47,421.99
2016-08-23,81.63,205.14,491.17
2016-08-24,70.42,176.23,431.97
2016-08-25,77.23,193.78,468.16
2016-08-26,99.63,251.6,581.94
2016-08-27,113.33,287.0,647.44
2016-08-28,125.58,318.68,702.53
2016-08-29,108.74,275.14,625.88
2016-08-30,126.88,322.06,708.12
2016-08-31,128.13,325.28,713.37
2016-09-01,124.21,315.14,696.6
2016-09-02,112.57,285.02,643.87
2016-09-03,94.28,237.77,555.48
2016-09-04,67.88,169.67,418.21
2016-09-05,79.44,199.49,479.78
2016-09-06,99.26,250.64,580.12
2016-09-07,117.97,299.0,668.79
2016-09-08,79.0,198.36,477.48
2016-09-09,34.49,83.84,224.33
2016-09-10,24.53,58.4,160.19
2016-09-11,39.65,97.06,256.24
2016-09-12,82.06,206.26,493.42
2016-09-13,113.33,287.0,647.44
2016-09-14,79.22,198.93,478.63
2016-09-15,66.24,165.47,409.34
2016-09-16,87.8,221.06,522.87
2016-09-17,85.07,214.01,508.91
2016-09-18,37.16,90.67,240.93
2016-09-19,52.53,130.15,332.49
2016-09-20,25.31,60.38,165.33
2016-09-21,27.7,66.49,181.02
2016-09-22,80.54,202.33,485.51
2016-09-23,110.84,280.57,635.8
2016-09-24,62.96,157.01,391.3
2016-09-25,71.57,179.19,438.13
2016-09-26,50.15,124.04,318.77
2016-09-27,82.5,207.38,495.66
2016-09-28,93.49,235.74,551.54
2016-09-29,49.92,123.43,317.39
2016-09-30,51.81,128.31,328.39
2016-10-01,32.1,77.72,209.25
2016-10-02,1.87,2.94,7.36
2016-10-03,7.39,15.49,42.5
2016-10-04,82.71,207.93,496.78
2016-10-05,53.95,133.81,340.67
2016-10-06,43.34,106.53,278.54
2016-10-07,63.43,158.22,393.9
2016-10-08,57.52,142.99,360.92
2016-10-09,29.98,72.29,195.7
2016-10-10,67.41,168.47,415.69
2016-10-11,35.6,86.67,231.24
2016-10-12,8.11,17.22,47.45
2016-10-13,10.51,23.1,64.12
2016-10-14,15.95,36.66,102.02
2016-10-15,42.41,104.14,272.97
2016-10-16,22.82,54.05,148.8
2016-10-17,36.26,88.38,235.39
2016-10-18,33.4,81.04,217.46
2016-10-19,73.4,183.9,447.89
2016-10-20,77.89,195.5,471.67
2016-10-21,91.29,230.06,540.51
2016-10-22,59.18,147.26,370.26
2016-10-23,58.94,146.65,368.93
2016-10-24,23.19,55.0,151.31
2016-10-25,21.89,51.69,142.6
2016-10-26,1.82,2.85,7.13
2016-10-27,43.11,105.93,277.15
2016-10-28,12.58,28.24,78.62
2016-10-29,23.38,55.48,152.57
2016-10-30,34.49,83.84,224.33
2016-10-31,45.2,111.32,289.68
2016-11-01,77.67,194.93,470.51
2016-11-02,102.73,259.61,597.05
2016-11-03,67.64,169.07,416.95
2016-11-04,75.21,188.57,457.51
2016-11-05,59.42,147.87,371.58
2016-11-06,44.04,108.32,282.72
2016-11-07,11.13,24.64,68.49
2016-11-08,6.71,13.86,37.87
2016-11-09,3.94,7.41,19.63
2016-11-10,2.05,3.3,8.34
2016-11-11,24.92,59.39,162.75
2016-11-12,4.9,9.59,25.78
2016-11-13,2.14,3.5,8.86
2016-11-14,1.53,2.29,5.63
2016-11-15,11.13,24.64,68.49
2016-11-16,94.28,237.77,555.48
2016-11-17,49.68,122.83,316.01
2016-11-18,8.65,18.53,51.17
2016-11-19,16.1,37.05,103.1
2016-11-20,12.04,26.9,74.86
2016-11-21,17.22,39.87,110.81
2016-11-22,7.09,14.77,40.48
2016-11-23,19.23,44.94,124.55
2016-11-24,3.94,7.41,19.63
2016-11-25,16.58,38.25,106.37
2016-11-26,14.88,33.97,94.6
2016-11-27,1.57,2.36,5.83
2016-11-28,0.76,0.91,2.09
2016-11-29,1.31,1.86,4.52
2016-11-30,25.5,60.88,166.62
2016-12-01,111.94,283.41,640.97
2016-12-02,100.55,253.98,586.46
2016-12-03,21.17,49.85,137.7
2016-12-04,20.45,48.03,132.86
2016-12-05,57.99,144.21,363.59
2016-12-06,21.17,49.85,137.7
2016-12-07,29.98,72.29,195.7
2016-12-08,55.38,137.48,348.81
2016-12-09,27.5,65.97,179.69
2016-12-10,48.5,119.79,309.11
2016-12-11,17.22,39.87,110.81
2016-12-12,30.4,73.36,198.4
2016-12-13,96.61,243.79,567.06
2016-12-14,129.78,329.57,720.24
2016-12-15,66.01,164.87,408.06
2016-12-16,38.97,95.31,252.06
2016-12-17,44.74,110.12,286.9
2016-12-18,45.67,112.53,292.47
2016-12-19,113.33,287.0,647.44
2016-12-20,51.1,126.48,324.27
2016-12-21,28.94,69.63,188.99
2016-12-22,41.26,101.18,265.99
2016-12-23,58.23,144.82,364.93
2016-12-24,127.09,322.61,709.01
2016-12-25,103.8,262.36,602.21
2016-12-26,58.7,146.04,367.6
2016-12-27,115.27,292.01,656.42
2016-12-28,18.21,42.36,117.6
2016-12-29,68.34,170.87,420.73
2016-12-30,41.02,100.59,264.6
2016-12-31,84.43,212.36,505.63
2017-01-01,57.75,143.6,362.26
2017-01-02,99.82,252.08,582.85
2017-01-03,41.72,102.36,268.78
2017-01-04,72.94,182.73,445.47
2017-01-05,8.54,18.27,50.41
2017-01-06,0.78,0.95,2.19
2017-01-07,71.57,179.19,438.13
2017-01-08,101.83,257.28,592.68
2017-01-09,65.08,162.45,402.94
2017-01-10,2.82,4.92,12.74
2017-01-11,18.04,41.94,116.45
2017-01-12,57.99,144.21,363.59
2017-01-13,75.43,189.15,458.7
2017-01-14,11.39,25.27,70.28
2017-01-15,72.26,180.96,441.81
2017-01-16,1.69,2.6,6.46
2017-01-17,0.2,0.15,0.29
2017-01-18,34.71,84.4,225.71
2017-01-19,59.65,148.48,372.91
2017-01-20,19.92,46.69,129.28
2017-01-21,64.37,160.64,399.07
2017-01-22,27.5,65.97,179.69
2017-01-23,16.58,38.25,106.37
2017-01-24,3.81,7.1,18.78
2017-01-25,2.49,4.23,10.84
2017-01-26,106.23,268.64,613.9
2017-01-27,123.86,314.23,695.06
2017-01-28,124.79,316.64,699.11
2017-01-29,31.24,75.53,203.81
2017-01-30,69.96,175.04,429.48
2017-01-31,90.07,226.91,534.36
2017-02-01,96.61,243.79,567.06
2017-02-02,25.5,60.88,166.62
2017-02-03,7.29,15.25,41.82
2017-02-04,8.65,18.53,51.17
2017-02-05,63.43,158.22,393.9
2017-02-06,14.43,32.85,91.5
2017-02-07,17.55,40.69,113.05
2017-02-08,28.73,69.1,187.66
2017-02-09,60.6,150.92,378.2
2017-02-10,23.57,55.96,153.83
2017-02-11,76.11,190.89,462.27
2017-02-12,63.43,158.22,393.9
2017-02-13,92.69,233.68,547.56
2017-02-14,90.48,227.96,536.42
2017-02-15,101.47,256.34,590.92
2017-02-16,109.56,277.25,629.75
2017-02-17,64.84,161.85,401.65
2017-02-18,7.29,15.25,41.82
2017-02-19,9.9,21.61,59.91
2017-02-20,83.36,209.6,500.12
2017-02-21,73.85,185.07,450.31
2017-02-22,71.57,179.19,438.13
2017-02-23,24.92,59.39,162.75
2017-02-24,15.48,35.5,98.81
2017-02-25,14.43,32.85,91.5
2017-02-26,11.65,25.92,72.09
2017-02-27,5.38,10.72,28.95
2017-02-28,14.88,33.97,94.6
2017-03-01,67.41,168.47,415.69
2017-03-02,73.85,185.07,450.31
2017-03-03,86.55,217.82,516.48
2017-03-04,49.44,122.22,314.64
2017-03-05,11.78,26.24,73.01
2017-03-06,10.38,22.79,63.27
2017-03-07,104.67,264.63,606.44
2017-03-08,5.81,11.71,31.77
2017-03-09,10.14,22.2,61.57
2017-03-10,34.05,82.71,221.58
2017-03-11,46.85,115.54,299.41
2017-03-12,61.07,152.14,380.83
2017-03-13,76.56,192.05,464.63
2017-03-14,69.27,173.26,425.75
2017-03-15,107.08,270.83,617.96
2017-03-16,72.71,182.14,444.25
2017-03-17,4.52,8.71,23.3
2017-03-18,78.12,196.07,472.84
2017-03-19,127.82,324.49,712.09
2017-03-20,91.89,231.62,543.54
2017-03-21,34.05,82.71,221.58
2017-03-22,4.74,9.23,24.77
2017-03-23,32.1,77.72,209.25
2017-03-24,79.22,198.93,478.63
2017-03-25,50.15,124.04,318.77
2017-03-26,51.34,127.09,325.64
2017-03-27,78.12,196.07,472.84
2017-03-28,59.42,147.87,371.58
2017-03-29,4.3,8.21,21.88
