day,farm_1_agripv_kwh,farm_2_agripv_kwh,low_density_comm_solar_kwh,medium_density_comm_solar_kwh,high_density_comm_solar_kwh,small_turbine_wind_kwh,medium_turbine_wind_kwh,large_turbine_wind_kwh,total_solar_kwh,total_wind_kwh,total_renewable_kwh
2018-03-11,6203.152,3902.282,780.456,1240.63,2218.657,1785.0,1348.8,2120.88,14345.178,5254.68,19599.858
2018-03-12,6340.694,3988.85,797.77,1268.139,2267.824,1041.0,773.52,1319.04,14663.277,3133.56,17796.837
2018-03-13,6395.798,4023.519,804.704,1279.16,2287.529,1102.8,821.22,1389.8,14790.71,3313.82,18104.53
2018-03-14,6295.728,3960.686,792.137,1259.146,2251.644,494.4,353.34,645.88,14559.341,1493.62,16052.961
2018-03-15,5864.465,3689.363,737.873,1172.893,2097.419,1833.8,1386.6,2170.12,13562.012,5390.52,18952.532
2018-03-16,6246.082,3929.412,785.882,1249.216,2233.923,1667.2,1257.6,2000.48,14444.516,4925.28,19369.796
2018-03-17,6600.77,4152.463,830.493,1320.154,2360.84,659.2,479.58,858.88,15264.719,1997.66,17262.379
2018-03-18,6442.89,4053.245,810.649,1288.578,2304.295,162.2,103.32,189.8,14899.657,455.32,15354.977
2018-03-19,6566.85,4131.301,826.26,1313.37,2348.572,351.0,244.14,452.2,15186.353,1047.34,16233.693
2018-03-20,6395.261,4023.388,804.678,1279.052,2287.175,233.0,155.52,288.36,14789.553,676.88,15466.433
2018-03-21,6447.293,4056.138,811.228,1289.459,2305.775,254.4,171.48,318.32,14909.892,744.2,15654.092
2018-03-22,6070.545,3819.164,763.833,1214.109,2171.004,32.2,14.64,24.12,14038.654,70.96,14109.614
2018-03-23,5517.968,3471.569,694.314,1103.594,1973.349,960.6,711.42,1225.36,12760.794,2897.38,15658.174
2018-03-24,4954.189,3116.715,623.343,990.838,1771.85,2418.0,1839.48,2728.0,11456.934,6985.48,18442.414
2018-03-25,5433.343,3418.112,683.622,1086.669,1943.244,2043.8,1549.26,2377.76,12564.99,5970.82,18535.81
2018-03-26,5640.871,3548.664,709.733,1128.174,2017.474,467.6,332.88,610.28,13044.916,1410.76,14455.676
2018-03-27,3166.875,1992.353,398.471,633.375,1132.583,260.0,175.62,326.04,7323.656,761.66,8085.316
2018-03-28,5575.003,3507.389,701.478,1115.001,1993.792,1315.6,985.56,1627.12,12892.662,3928.28,16820.942
2018-03-29,5223.264,3285.858,657.172,1044.653,1868.182,2765.8,2110.32,3007.32,12079.128,7883.44,19962.568
2018-03-30,6930.109,4359.53,871.906,1386.022,2478.72,2151.6,1632.78,2481.44,16026.287,6265.82,22292.107
2018-03-31,6966.27,4382.344,876.469,1393.254,2491.609,811.4,596.46,1047.24,16109.946,2455.1,18565.046
2018-04-01,6183.611,3890.122,778.024,1236.722,2211.569,1045.8,777.18,1324.48,14300.049,3147.46,17447.509
2018-04-02,6511.486,4096.415,819.283,1302.297,2328.818,1112.4,828.6,1400.64,15058.299,3341.64,18399.939
2018-04-03,6216.236,3910.662,782.132,1243.247,2223.229,2003.8,1518.18,2338.64,14375.506,5860.62,20236.126
2018-04-04,6262.026,3939.448,787.89,1252.405,2239.625,1017.4,755.22,1291.6,14481.394,3064.22,17545.614
2018-04-05,4965.656,3123.977,624.795,993.131,1775.914,663.6,482.88,864.36,11483.474,2010.84,13494.314
2018-04-06,6331.65,3983.287,796.657,1266.33,2264.495,542.0,389.64,708.24,14642.42,1639.88,16282.3
2018-04-07,6443.46,4053.708,810.742,1288.692,2304.42,164.2,104.88,192.72,14901.022,461.8,15362.822
2018-04-08,6886.322,4332.185,866.437,1377.264,2462.9,2003.8,1518.18,2338.64,15925.109,5860.62,21785.729
2018-04-09,7128.517,4484.499,896.9,1425.703,2549.564,2072.4,1571.4,2405.44,16485.183,6049.24,22534.423
2018-04-10,7119.056,4478.498,895.7,1423.811,2546.223,1760.2,1329.6,2095.72,16463.288,5185.52,21648.808
2018-04-11,6717.694,4226.049,845.21,1343.539,2402.634,1079.0,802.86,1362.68,15535.125,3244.54,18779.665
2018-04-12,6182.538,3889.474,777.895,1236.508,2211.163,160.0,101.82,186.88,14297.578,448.7,14746.278
2018-04-13,6085.603,3828.635,765.727,1217.121,2176.384,128.6,79.14,143.88,14073.47,351.62,14425.09
2018-04-14,6929.186,4359.404,871.881,1385.837,2478.041,1112.4,828.6,1400.64,16024.349,3341.64,19365.989
2018-04-15,7314.137,4601.521,920.304,1462.827,2615.767,1343.6,1007.22,1657.68,16914.556,4008.5,20923.056
2018-04-16,7318.745,4604.433,920.887,1463.749,2617.405,843.6,621.3,1086.28,16925.218,2551.18,19476.398
2018-04-17,6858.626,4314.98,862.996,1371.725,2452.836,143.8,90.06,164.6,15861.164,398.46,16259.624
2018-04-18,7096.437,4464.732,892.946,1419.287,2537.777,83.0,47.28,83.84,16411.18,214.12,16625.3
2018-04-19,6992.809,4399.38,879.876,1398.562,2500.837,2051.0,1554.84,2384.72,16171.464,5990.56,22162.024
2018-04-20,6945.33,4369.542,873.908,1389.066,2483.834,1348.2,1010.82,1662.76,16061.68,4021.78,20083.46
2018-04-21,6083.516,3827.408,765.482,1216.703,2175.577,374.2,261.84,484.24,14068.685,1120.28,15188.965
2018-04-22,6969.358,4384.399,876.88,1393.872,2492.623,2638.0,2010.48,2915.36,16117.131,7563.84,23680.971
2018-04-23,7633.027,4801.854,960.371,1526.605,2730.03,629.2,456.42,820.68,17651.887,1906.3,19558.187
2018-04-24,7460.159,4693.165,938.633,1492.032,2668.15,1230.8,920.16,1533.84,17252.139,3684.8,20936.939
2018-04-25,6030.105,3793.473,758.695,1206.021,2156.725,2033.0,1540.86,2367.2,13945.019,5941.06,19886.079
2018-04-26,4655.932,2928.986,585.797,931.186,1665.242,1909.0,1444.8,2245.24,10767.145,5599.04,16366.185
2018-04-27,6935.045,4362.855,872.571,1387.009,2480.316,1504.2,1131.42,1830.04,16037.797,4465.66,20503.457
2018-04-28,7187.274,4521.589,904.318,1437.455,2570.488,416.2,293.64,541.08,16621.124,1250.92,17872.044
2018-04-29,7012.192,4411.562,882.312,1402.438,2507.77,153.8,97.32,178.36,16216.276,429.48,16645.756
2018-04-30,4880.492,3070.474,614.095,976.098,1745.396,191.0,124.44,229.8,11286.554,545.24,11831.794
2018-05-01,6465.138,4067.485,813.497,1293.028,2312.064,829.8,610.62,1069.56,14951.211,2509.98,17461.191
2018-05-02,6860.593,4316.387,863.277,1372.119,2453.402,3.6,0.78,0.96,15865.778,5.34,15871.118
2018-05-03,6497.566,4087.951,817.59,1299.513,2323.61,175.2,112.8,207.72,15026.231,495.72,15521.951
2018-05-04,3696.425,2325.634,465.127,739.285,1321.876,225.2,149.76,277.52,8548.346,652.48,9200.826
2018-05-05,6071.167,3819.668,763.934,1214.233,2171.135,1050.6,780.9,1329.96,14040.136,3161.46,17201.596
2018-05-06,5166.138,3250.296,650.059,1033.228,1847.469,328.4,227.1,421.12,11947.19,976.62,12923.81
2018-05-07,4292.655,2700.639,540.128,858.531,1535.176,2305.4,1752.06,2625.68,9927.129,6683.14,16610.269
2018-05-08,7449.033,4686.357,937.271,1489.807,2664.028,960.6,711.42,1225.36,17226.496,2897.38,20123.876
2018-05-09,7042.639,4430.683,886.137,1408.528,2518.688,322.0,222.3,412.4,16286.673,956.7,17243.373
2018-05-10,5545.597,3488.938,697.788,1109.119,1983.239,1495.2,1124.46,1820.48,12824.68,4440.14,17264.82
2018-05-11,6794.682,4274.875,854.975,1358.936,2429.873,1645.6,1240.92,1978.16,15713.341,4864.68,20578.021
2018-05-12,7701.435,4845.112,969.022,1540.287,2754.323,2003.8,1518.18,2338.64,17810.18,5860.62,23670.8
2018-05-13,7256.351,4565.127,913.025,1451.27,2595.123,1324.8,992.82,1637.36,16780.898,3954.98,20735.878
2018-05-14,7606.414,4785.368,957.074,1521.283,2720.313,1422.2,1068.06,1742.68,17590.452,4232.94,21823.392
2018-05-15,7732.377,4864.623,972.925,1546.475,2765.355,1320.2,989.22,1632.24,17881.755,3941.66,21823.415
2018-05-16,7067.405,4446.403,889.281,1413.481,2527.438,825.2,607.08,1063.96,16344.007,2496.24,18840.247
2018-05-17,7498.828,4717.934,943.587,1499.766,2681.64,574.6,414.6,750.64,17341.755,1739.84,19081.595
2018-05-18,6567.14,4131.897,826.379,1313.428,2348.364,277.0,188.34,349.76,15187.21,815.1,16002.31
2018-05-19,6797.951,4277.097,855.419,1359.59,2430.905,125.0,76.56,138.96,15720.963,340.52,16061.483
2018-05-20,7106.645,4471.297,894.259,1421.329,2541.315,249.0,167.4,310.68,16434.846,727.08,17161.926
2018-05-21,7309.99,4599.334,919.867,1461.998,2613.954,374.2,261.84,484.24,16905.143,1120.28,18025.423
2018-05-22,5726.737,3603.226,720.645,1145.347,2047.769,193.4,126.18,233.04,13243.725,552.62,13796.345
2018-05-23,7050.284,4435.974,887.195,1410.057,2521.054,603.8,436.98,788.2,16304.564,1828.98,18133.544
2018-05-24,7178.073,4516.239,903.248,1435.615,2566.853,1468.0,1103.4,1791.56,16600.028,4362.96,20962.988
2018-05-25,4716.676,2967.537,593.507,943.335,1686.72,434.2,307.38,565.48,10907.776,1307.06,12214.836
2018-05-26,6532.638,4110.151,822.03,1306.528,2336.05,76.2,42.6,75.12,15107.397,193.92,15301.317
2018-05-27,5250.076,3303.067,660.613,1050.015,1877.514,646.2,469.62,842.48,12141.285,1958.3,14099.585
2018-05-28,4701.013,2957.646,591.529,940.203,1681.144,676.6,492.9,880.84,10871.535,2050.34,12921.875
2018-05-29,7288.473,4585.514,917.103,1457.695,2606.482,1833.8,1386.6,2170.12,16855.266,5390.52,22245.786
2018-05-30,7402.527,4657.251,931.45,1480.505,2647.277,1714.0,1293.9,2048.68,17119.011,5056.58,22175.591
2018-05-31,7574.643,4765.519,953.104,1514.929,2708.845,1136.0,846.9,1427.56,17517.039,3410.46,20927.499
2018-06-01,7532.015,4738.823,947.765,1506.403,2693.507,530.0,380.4,692.48,17418.513,1602.88,19021.393
2018-06-02,7633.331,4802.436,960.487,1526.666,2729.842,2047.4,1552.08,2381.24,17652.763,5980.72,23633.483
2018-06-03,7715.736,4854.25,970.85,1543.147,2759.33,1654.2,1247.58,1987.12,17843.313,4888.9,22732.213
2018-06-04,7597.233,4779.721,955.944,1519.447,2716.936,1849.8,1399.02,2186.24,17569.28,5435.06,23004.34
2018-06-05,7811.916,4914.803,982.961,1562.383,2793.697,1117.0,832.26,1406.04,18065.76,3355.3,21421.06
2018-06-06,7720.069,4857.099,971.42,1544.014,2760.788,1597.6,1203.78,1928.32,17853.391,4729.7,22583.091
2018-06-07,7522.583,4732.918,946.584,1504.517,2690.113,1183.6,883.56,1481.04,17396.714,3548.2,20944.914
2018-06-08,7265.543,4571.252,914.25,1453.109,2598.151,1145.6,854.28,1438.32,16802.305,3438.2,20240.505
2018-06-09,7621.14,4795.039,959.008,1524.228,2725.272,1705.6,1287.36,2040.0,17624.685,5032.96,22657.645
2018-06-10,7597.005,4779.894,955.979,1519.401,2716.608,1334.2,1000.02,1647.52,17568.887,3981.74,21550.627
2018-06-11,7499.979,4718.814,943.763,1499.996,2681.94,1055.2,784.56,1335.44,17344.492,3175.2,20519.692
2018-06-12,7261.415,4568.641,913.728,1452.283,2596.685,1107.6,824.88,1395.24,16792.752,3327.72,20120.472
2018-06-13,7432.631,4676.241,935.248,1486.526,2658.012,1486.0,1117.44,1810.88,17188.658,4414.32,21602.978
2018-06-14,7176.93,4515.494,903.099,1435.386,2566.471,22.0,9.0,14.28,16597.38,45.28,16642.66
2018-06-15,7598.023,4780.48,956.096,1519.605,2717.016,164.2,104.88,192.72,17571.22,461.8,18033.02
2018-06-16,7472.769,4701.775,940.355,1494.554,2672.149,173.0,111.18,204.68,17281.601,488.86,17770.461
2018-06-17,7244.09,4557.848,911.57,1448.818,2590.413,965.2,715.08,1230.92,16752.738,2911.2,19663.938
2018-06-18,7117.696,4478.237,895.647,1423.539,2545.278,1977.6,1498.02,2313.12,16460.397,5788.74,22249.137
2018-06-19,7435.64,4678.249,935.65,1487.128,2658.992,1431.4,1075.14,1752.52,17195.66,4259.06,21454.72
2018-06-20,7692.354,4839.738,967.948,1538.471,2750.819,2065.4,1565.94,2398.56,17789.33,6029.9,23819.23
2018-06-21,7227.409,4547.322,909.464,1445.482,2584.474,1805.4,1364.64,2141.56,16714.152,5311.6,22025.752
2018-06-22,7284.242,4583.121,916.624,1456.848,2604.76,510.0,365.28,666.48,16845.596,1541.76,18387.356
2018-06-23,7368.45,4636.043,927.209,1473.69,2634.92,1654.2,1247.58,1987.12,17040.311,4888.9,21929.211
2018-06-24,7565.281,4759.863,951.973,1513.056,2705.32,2269.6,1724.34,2592.56,17495.492,6586.5,24081.992
2018-06-25,7591.811,4776.509,955.302,1518.362,2714.846,2308.4,1754.34,2628.36,17556.83,6691.1,24247.93
2018-06-26,7670.08,4825.709,965.142,1534.016,2742.867,1390.0,1043.1,1707.96,17737.814,4141.06,21878.874
2018-06-27,7741.544,4870.756,974.151,1548.309,2768.359,1107.6,824.88,1395.24,17903.118,3327.72,21230.838
2018-06-28,7609.071,4787.475,957.495,1521.814,2720.936,1992.6,1509.6,2327.76,17596.792,5829.96,23426.752
2018-06-29,7513.196,4726.974,945.395,1502.639,2686.782,2455.6,1868.64,2761.32,17374.985,7085.56,24460.545
2018-06-30,7640.186,4806.796,961.359,1528.037,2732.256,2314.2,1758.84,2633.72,17668.634,6706.76,24375.394
2018-07-01,7223.805,4544.872,908.974,1444.761,2583.321,2086.4,1582.32,2419.04,16705.734,6087.76,22793.494
2018-07-02,6933.997,4362.579,872.516,1386.799,2479.649,2284.6,1735.98,2606.52,16035.541,6627.1,22662.641
2018-07-03,7107.063,4471.439,894.288,1421.413,2541.558,2465.2,1876.14,2769.84,16435.761,7111.18,23546.941
2018-07-04,7354.412,4627.108,925.422,1470.882,2629.972,2305.4,1752.06,2625.68,17007.795,6683.14,23690.935
2018-07-05,7524.719,4734.355,946.871,1504.944,2690.808,1939.8,1468.68,2275.8,17401.696,5684.28,23085.976
2018-07-06,7687.144,4836.524,967.305,1537.429,2748.909,1107.6,824.88,1395.24,17777.31,3327.72,21105.03
2018-07-07,7591.346,4776.239,955.248,1518.269,2714.661,927.6,686.04,1186.52,17555.763,2800.16,20355.923
2018-07-08,7509.022,4724.516,944.903,1501.804,2685.158,338.0,234.3,434.32,17365.403,1006.62,18372.023
2018-07-09,7439.613,4680.841,936.168,1487.923,2660.349,1390.0,1043.1,1707.96,17204.893,4141.06,21345.953
2018-07-10,7496.482,4716.589,943.318,1499.296,2680.711,2248.2,1707.72,2572.6,17336.396,6528.52,23864.916
2018-07-11,7555.22,4753.447,950.689,1511.044,2701.786,2191.2,1663.5,2519.0,17472.186,6373.7,23845.886
2018-07-12,7546.28,4747.773,949.555,1509.256,2698.632,2134.8,1619.76,2465.36,17451.496,6219.92,23671.416
2018-07-13,7758.483,4881.251,976.25,1551.697,2774.543,1861.8,1408.26,2198.24,17942.224,5468.3,23410.524
2018-07-14,7388.766,4648.755,929.751,1477.753,2642.235,756.6,554.4,980.4,17087.26,2291.4,19378.66
2018-07-15,7379.373,4642.893,928.579,1475.875,2638.833,212.6,140.4,259.92,17065.553,612.92,17678.473
2018-07-16,7331.86,4613.008,922.602,1466.372,2621.838,331.6,229.5,425.48,16955.68,986.58,17942.26
2018-07-17,7149.813,4498.468,899.694,1429.963,2556.738,1282.8,960.24,1591.12,16534.676,3834.16,20368.836
2018-07-18,7253.148,4563.471,912.694,1450.63,2593.699,1031.6,766.2,1308.08,16773.642,3105.88,19879.522
2018-07-19,7307.675,4597.896,919.579,1461.535,2613.119,271.2,184.08,341.76,16899.804,797.04,17696.844
2018-07-20,6898.003,4340.066,868.013,1379.601,2466.681,1684.4,1270.86,2018.12,15952.364,4973.38,20925.744
2018-07-21,7458.925,4692.928,938.586,1491.785,2667.3,1793.2,1355.1,2129.16,17249.524,5277.46,22526.984
2018-07-22,7540.781,4744.351,948.87,1508.156,2696.632,1735.2,1310.16,2070.2,17438.791,5115.56,22554.351
2018-07-23,7335.725,4615.459,923.092,1467.145,2623.212,1126.6,839.58,1416.8,16964.633,3382.98,20347.613
2018-07-24,7261.948,4569.099,913.82,1452.39,2596.788,498.4,356.34,651.0,16794.044,1505.74,18299.784
2018-07-25,7017.164,4415.273,883.055,1403.433,2509.112,31.4,14.16,23.32,16228.036,68.88,16296.916
2018-07-26,6600.11,4152.732,830.546,1320.022,2360.078,1188.4,887.22,1486.32,15263.489,3561.94,18825.429
2018-07-27,7062.464,4443.639,888.728,1412.493,2525.415,1637.0,1234.2,1969.2,16332.738,4840.4,21173.138
2018-07-28,7443.02,4682.947,936.589,1488.604,2661.601,2207.2,1675.98,2534.2,17212.761,6417.38,23630.141
2018-07-29,7550.862,4750.708,950.142,1510.172,2700.22,1731.0,1306.92,2065.92,17462.104,5103.84,22565.944
2018-07-30,7314.29,4601.896,920.379,1462.858,2615.604,629.2,456.42,820.68,16915.028,1906.3,18821.328
2018-07-31,7267.15,4572.295,914.459,1453.43,2598.702,479.0,341.58,625.44,16806.036,1446.02,18252.056
2018-08-01,7173.336,4513.302,902.66,1434.667,2565.128,1036.2,769.86,1313.56,16589.093,3119.62,19708.713
2018-08-02,7225.135,4545.877,909.175,1445.027,2583.664,1958.8,1483.44,2294.6,16708.878,5736.84,22445.718
2018-08-03,7152.283,4500.019,900.004,1430.457,2557.634,1376.0,1032.36,1692.96,16540.397,4101.32,20641.717
2018-08-04,7219.342,4542.251,908.45,1443.868,2581.582,1348.2,1010.82,1662.76,16695.494,4021.78,20717.274
2018-08-05,7135.249,4489.349,897.87,1427.05,2551.503,1343.6,1007.22,1657.68,16501.021,4008.5,20509.521
2018-08-06,7187.046,4521.942,904.388,1437.409,2570.021,1939.8,1468.68,2275.8,16620.806,5684.28,22305.086
2018-08-07,7143.626,4494.567,898.913,1428.725,2554.539,1939.8,1468.68,2275.8,16520.37,5684.28,22204.65
2018-08-08,7169.194,4510.635,902.127,1433.839,2563.7,2014.8,1526.76,2349.44,16579.496,5891.0,22470.496
2018-08-09,7104.953,4470.205,894.041,1420.991,2540.726,965.2,715.08,1230.92,16430.916,2911.2,19342.116
2018-08-10,6979.014,4391.045,878.209,1395.803,2495.632,587.0,424.14,766.68,16139.702,1777.82,17917.522
2018-08-11,6939.589,4366.276,873.255,1387.918,2481.507,1254.4,938.4,1560.0,16048.544,3752.8,19801.344
2018-08-12,6893.367,4337.206,867.441,1378.673,2464.978,1829.8,1383.48,2166.08,15941.665,5379.36,21321.025
2018-08-13,7092.541,4462.467,892.493,1418.508,2536.241,1988.8,1506.72,2324.12,16402.25,5819.64,22221.89
2018-08-14,7111.347,4474.242,894.848,1422.269,2543.007,1928.4,1459.8,2264.44,16445.714,5652.64,22098.354
2018-08-15,7258.024,4566.465,913.293,1451.605,2595.503,1273.4,952.92,1580.76,16784.891,3807.08,20591.971
2018-08-16,7225.32,4545.929,909.186,1445.064,2583.775,1343.6,1007.22,1657.68,16709.275,4008.5,20717.775
2018-08-17,7089.481,4460.463,892.093,1417.896,2535.201,1628.2,1227.48,1960.16,16395.134,4815.84,21210.974
2018-08-18,6980.372,4391.814,878.363,1396.074,2496.186,1735.2,1310.16,2070.2,16142.81,5115.56,21258.37
2018-08-19,6964.374,4381.716,876.343,1392.875,2490.488,1709.8,1290.6,2044.32,16105.797,5044.72,21150.517
2018-08-20,6808.723,4283.82,856.764,1361.745,2434.807,1136.0,846.9,1427.56,15745.859,3410.46,19156.319
2018-08-21,6804.139,4280.949,856.19,1360.828,2433.158,1417.6,1064.52,1737.76,15735.264,4219.88,19955.144
2018-08-22,6798.227,4277.214,855.443,1359.645,2431.05,1974.0,1495.14,2309.44,15721.58,5778.58,21500.16
2018-08-23,6742.37,4242.104,848.421,1348.474,2411.053,1671.4,1260.9,2004.88,15592.422,4937.18,20529.602
2018-08-24,6669.342,4196.182,839.236,1333.868,2384.919,839.0,617.76,1080.72,15423.549,2537.48,17961.029
2018-08-25,6632.836,4173.216,834.643,1326.567,2371.862,1680.0,1267.56,2013.72,15339.126,4961.28,20300.406
2018-08-26,6756.817,4251.207,850.241,1351.363,2416.214,2072.4,1571.4,2405.44,15625.843,6049.24,21675.083
2018-08-27,6711.492,4222.611,844.522,1342.298,2400.068,1893.4,1432.74,2229.72,15520.992,5555.86,21076.852
2018-08-28,6662.98,4192.09,838.418,1332.596,2382.711,1756.0,1326.36,2091.48,15408.795,5173.84,20582.635
2018-08-29,6544.785,4117.781,823.556,1308.957,2340.405,1743.6,1316.7,2078.72,15135.484,5139.02,20274.504
2018-08-30,6176.921,3886.322,777.264,1235.384,2208.869,1709.8,1290.6,2044.32,14284.761,5044.72,19329.481
2018-08-31,5983.039,3764.314,752.863,1196.608,2139.552,2511.6,1912.08,2810.12,13836.376,7233.8,21070.176
2018-09-01,5886.37,3703.589,740.718,1177.274,2104.907,2367.8,1800.42,2682.64,13612.859,6850.86,20463.719
2018-09-02,5795.295,3646.265,729.253,1159.059,2072.359,2345.6,1783.2,2662.48,13402.231,6791.28,20193.511
2018-09-03,6202.739,3902.562,780.512,1240.548,2218.096,2144.8,1627.62,2475.04,14344.458,6247.46,20591.918
2018-09-04,6143.971,3865.652,773.13,1228.794,2197.034,1495.2,1124.46,1820.48,14208.581,4440.14,18648.721
2018-09-05,5908.173,3717.297,743.459,1181.635,2112.713,937.0,693.24,1197.64,13663.277,2827.88,16491.157
2018-09-06,5872.807,3695.008,739.002,1174.561,2100.088,2036.6,1543.68,2370.72,13581.466,5951.0,19532.466
2018-09-07,6167.935,3880.637,776.127,1233.587,2205.676,2351.2,1787.52,2667.56,14263.963,6806.28,21070.243
2018-09-08,6616.112,4162.554,832.511,1323.222,2365.991,1966.4,1489.26,2302.04,15300.39,5757.7,21058.09
2018-09-09,6516.598,4099.942,819.988,1303.32,2330.407,1897.2,1435.74,2233.64,15070.256,5566.58,20636.836
2018-09-10,6461.854,4065.5,813.1,1292.371,2310.83,1662.8,1254.24,1996.04,14943.656,4913.08,19856.736
2018-09-11,6414.552,4035.738,807.148,1282.91,2293.911,1426.8,1071.6,1747.6,14834.26,4246.0,19080.26
2018-09-12,5912.075,3719.602,743.92,1182.415,2114.22,1662.8,1254.24,1996.04,13672.233,4913.08,18585.313
2018-09-13,5399.888,3397.44,679.488,1079.978,1930.995,2348.4,1785.36,2665.04,12487.789,6798.8,19286.589
2018-09-14,5824.868,3664.827,732.965,1164.974,2082.962,2433.4,1851.36,2741.56,13470.597,7026.32,20496.917
2018-09-15,5972.394,3757.566,751.513,1194.479,2135.783,2025.8,1535.22,2360.12,13811.735,5921.14,19732.875
2018-09-16,5979.545,3762.041,752.408,1195.909,2138.36,2322.8,1765.56,2641.68,13828.263,6730.04,20558.303
2018-09-17,6048.909,3805.668,761.134,1209.782,2163.173,2104.0,1595.82,2435.8,13988.665,6135.62,20124.285
2018-09-18,6030.524,3794.076,758.815,1206.105,2156.62,2245.2,1705.32,2569.72,13946.139,6520.24,20466.379
2018-09-19,6004.595,3777.834,755.567,1200.919,2147.29,1680.0,1267.56,2013.72,13886.205,4961.28,18847.485
2018-09-20,5849.818,3680.454,736.091,1169.964,2091.944,1829.8,1383.48,2166.08,13528.269,5379.36,18907.629
2018-09-21,5635.247,3545.416,709.083,1127.049,2015.238,2235.8,1698.06,2560.96,13032.033,6494.82,19526.853
2018-09-22,5746.569,3615.421,723.084,1149.314,2055.073,1947.4,1474.62,2283.36,13289.461,5705.38,18994.841
2018-09-23,5692.333,3581.326,716.265,1138.467,2035.659,1897.2,1435.74,2233.64,13164.051,5566.58,18730.631
2018-09-24,5645.605,3551.93,710.386,1129.121,2018.948,1718.4,1297.14,2053.0,13055.989,5068.54,18124.529
2018-09-25,5681.937,3574.785,714.957,1136.387,2031.939,2151.6,1632.78,2481.44,13140.005,6265.82,19405.825
2018-09-26,5793.886,3645.212,729.042,1158.777,2071.978,1845.8,1395.9,2182.24,13398.897,5423.94,18822.837
2018-09-27,5666.351,3564.97,712.994,1133.27,2026.374,1399.2,1050.24,1717.92,13103.96,4167.36,17271.32
2018-09-28,4914.313,3091.971,618.394,982.863,1757.328,1292.2,967.5,1601.44,11364.868,3861.14,15226.008
2018-09-29,4939.336,3107.793,621.559,987.867,1766.208,147.8,92.94,170.0,11422.762,410.74,11833.502
2018-09-30,3839.823,2415.934,483.187,767.965,1373.085,582.8,420.96,761.32,8879.992,1765.08,10645.072
2018-10-01,4595.196,2891.136,578.227,919.039,1643.252,1619.6,1220.7,1951.12,10626.85,4791.42,15418.27
2018-10-02,4840.351,3045.404,609.081,968.07,1730.897,1012.6,751.56,1286.08,11193.803,3050.24,14244.043
2018-10-03,4830.794,3039.368,607.874,966.159,1727.499,1022.0,758.88,1297.08,11171.692,3077.96,14249.652
2018-10-04,5183.554,3261.269,652.254,1036.711,1853.681,1486.0,1117.44,1810.88,11987.468,4414.32,16401.788
2018-10-05,5445.601,3426.111,685.222,1089.12,1947.407,1776.8,1342.38,2112.52,12593.46,5231.7,17825.16
2018-10-06,5214.27,3280.561,656.112,1042.854,1864.698,1357.6,1018.02,1672.84,12058.496,4048.46,16106.956
2018-10-07,4969.771,3126.687,625.337,993.954,1777.285,1747.6,1319.88,2083.0,11493.035,5150.48,16643.515
2018-10-08,5255.97,3306.748,661.35,1051.194,1879.639,1739.4,1313.46,2074.48,12154.901,5127.34,17282.241
2018-10-09,5329.238,3352.824,670.565,1065.848,1905.865,1955.0,1480.5,2290.84,12324.34,5726.34,18050.68
2018-10-10,5268.015,3314.257,662.851,1053.603,1883.995,2107.4,1598.52,2439.12,12182.721,6145.04,18327.761
2018-10-11,5360.555,3372.453,674.491,1072.111,1917.114,1962.6,1486.38,2298.32,12396.724,5747.3,18144.024
2018-10-12,5398.703,3396.453,679.291,1079.741,1930.76,1624.0,1224.12,1955.64,12484.947,4803.76,17288.707
2018-10-13,5466.832,3439.308,687.862,1093.366,1955.134,788.4,578.88,1019.36,12642.503,2386.64,15029.143
2018-10-14,5362.567,3373.738,674.748,1072.513,1917.818,1282.8,960.24,1591.12,12401.383,3834.16,16235.543
2018-10-15,5215.328,3281.137,656.227,1043.066,1865.138,1486.0,1117.44,1810.88,12060.896,4414.32,16475.216
2018-10-16,5107.627,3213.371,642.674,1021.525,1826.629,1619.6,1220.7,1951.12,11811.826,4791.42,16603.246
2018-10-17,5036.825,3168.787,633.757,1007.365,1801.334,1454.2,1092.84,1777.0,11648.069,4324.04,15972.109
2018-10-18,4863.943,3060.014,612.003,972.789,1739.513,793.0,582.36,1024.96,11248.261,2400.32,13648.581
2018-10-19,4888.854,3075.726,615.145,977.771,1748.395,479.0,341.58,625.44,11305.892,1446.02,12751.912
2018-10-20,4838.46,3044.008,608.802,967.692,1730.384,707.4,516.6,919.4,11189.346,2143.4,13332.746
2018-10-21,4631.305,2913.713,582.743,926.261,1656.268,44.8,22.2,37.6,10710.29,104.6,10814.89
2018-10-22,4378.179,2754.506,550.901,875.636,1565.712,685.4,499.62,891.84,10124.935,2076.86,12201.795
2018-10-23,4203.891,2644.885,528.977,840.778,1503.364,467.6,332.88,610.28,9721.896,1410.76,11132.656
2018-10-24,4659.869,2931.74,586.348,931.974,1666.445,546.0,392.7,713.52,10776.375,1652.22,12428.595
2018-10-25,3208.408,2018.54,403.708,641.682,1147.389,624.8,453.18,815.24,7419.728,1893.22,9312.948
2018-10-26,4556.347,2866.426,573.285,911.269,1629.562,2076.0,1574.16,2408.84,10536.891,6059.0,16595.891
2018-10-27,5201.978,3272.589,654.518,1040.396,1860.483,347.6,241.68,447.72,12029.963,1037.0,13066.963
2018-10-28,4814.665,3028.993,605.799,962.933,1721.903,297.6,203.82,378.4,11134.293,879.82,12014.113
